mDt,mA,mQ,vDt,vA,vQ,sDt,sA,sQ,kDt,kA,kQ,g
0.42077,249.3876,87.3718,7.80541,28769.673366,64.227165,8.128262,1.910142,0.426849,67.3243,3.299596,-1.961374,0
1.860483,249.6692,88.4204,11174.764716,29539.447371,884.337264,70.628258,1.968195,44.072493,4989.22171,3.424008,797137.343263,0
1.78141,244.517,87.8994,11173.16156,27276.138111,886.62488,70.64567,2.008335,43.951752,4990.865788,3.614475,793062.752069,0
0.703227,264.4058,88.769,13.19925,34034.118326,1693.648439,5.946271,1.904768,33.228842,35.163472,3.998213,-2.997682,0
0.367443,253.7776,87.5864,5.79052,29877.190538,873.824935,8.427319,2.07333,44.944806,71.874241,4.506715,-2.996712,0
0.463432,266.7086,87.72,8.137895,35130.052886,1333.514,7.391543,2.041267,36.165045,54.885185,5.255618,-2.997844,0
0.418086,242.4814,89.0178,7.086079,28550.770854,1286.721883,8.370052,1.918966,37.615728,71.348786,3.296137,-2.997745,0
0.715915,257.9284,88.0166,13.943664,32221.572473,60.494724,6.225786,1.802237,0.223582,38.602109,2.952328,-0.789787,0
0.504684,264.0662,87.9778,9.428295,34934.808618,73.868107,7.309545,1.857699,0.758505,54.044908,3.243867,-2.070672,0
0.376511,252.9722,87.692,5.900087,29425.024227,870.307536,8.290712,2.120764,45.207382,69.441114,4.785073,-2.996671,0
0.531466,261.662,87.0226,10.462978,34478.129756,66.594089,7.130912,2.259294,0.411778,51.243636,6.134638,-1.660977,0
0.4345,242.4892,87.2962,7.395226,30678.110683,69.662866,7.980396,2.009459,0.530772,64.986031,3.828566,-2.233839,0
1.386924,258.5588,86.7888,4218.394024,30408.957343,66.616595,69.458355,1.825552,0.257142,4872.331506,3.174942,19549403.717774,0
0.387592,261.3364,86.8504,6.567431,34449.394435,66.61042,8.464822,1.886413,0.310933,73.144714,3.615275,-2.259804,0
0.755608,260.8888,87.4412,14.88424,33103.846435,67.032143,5.713495,1.95682,0.385407,32.365071,4.262581,-1.256341,0
0.336622,251.117,87.5274,5.653462,30105.348511,474.194449,9.022964,1.87208,56.246835,83.280847,2.703505,-2.987736,0
0.48171,259.8454,88.9806,9.060247,32458.248699,934.746224,7.39951,1.739296,41.219402,55.72381,2.452194,-2.994483,0
0.35029,244.6574,87.034,5.89029,29656.732425,71.214844,9.240004,2.123079,0.62225,87.460238,4.731118,-2.381143,0
0.367969,251.245,87.7326,5.788502,28913.585375,873.347897,8.430903,2.119466,44.96751,71.918834,4.840495,-2.996709,0
2.078127,259.5448,88.6976,11178.756361,34358.583593,474.055354,70.584333,1.992161,56.122188,4985.075962,3.885771,2773712.594156,0
0.4454,237.8416,87.1868,7.658539,27678.990509,70.329906,7.909471,2.152094,0.558067,63.678975,4.826864,-2.20932,0
0.448606,248.5418,87.0362,8.593622,27379.910253,490.95089,7.902395,1.966591,53.455809,63.585572,3.794047,-2.979599,0
0.460557,258.4744,88.562,8.052468,30725.092145,2100.337756,7.50165,1.872129,30.088078,57.010136,3.375006,-2.999118,0
0.836624,262.3964,88.9766,455.153904,30587.765667,2092.682852,68.369404,1.821573,30.226801,4775.404021,3.151487,223.043789,0
0.302055,260.0844,86.6678,4.580369,33299.217277,66.097843,9.624873,1.91009,0.307064,93.976942,3.831556,-2.534312,0
0.508824,268.0764,87.7908,9.51929,36203.253763,880.942235,7.317551,1.739452,44.381491,54.152417,2.805701,-2.993327,0
0.587351,260.1256,88.5784,11.460384,32551.670225,469.185453,6.778764,1.812285,57.010572,46.468405,3.104629,-2.970485,0
0.642405,269.325,88.4556,11.972433,38422.615375,62.198829,6.397973,2.041888,0.484922,41.051817,4.553995,-1.367834,0
0.968226,248.0488,88.5278,19.420239,28760.332819,57.371227,5.208036,1.998737,0.390477,26.447173,4.087156,0.37415,0
0.450797,237.2962,87.2114,7.804726,28257.122066,70.05031,7.818911,2.131047,0.549406,62.103485,4.631566,-2.191836,0
0.384231,248.5962,88.0224,6.344927,32296.125146,471.971898,8.659047,1.826675,56.578554,76.898252,2.447234,-2.98556,0
0.609672,274.9422,89.547,11.570214,43302.675259,2092.854591,6.493487,1.91105,30.186589,42.17172,3.868363,-2.998619,0
0.364189,248.8618,88.0332,6.718305,30838.803101,479.870898,8.774671,2.090815,55.190207,78.428807,4.286079,-2.984039,0
0.421058,243.977,88.9512,7.243248,29364.968071,1283.996019,8.370395,1.898388,37.740798,71.388208,3.173242,-2.997633,0
0.53313,267.0846,87.5582,10.217696,32538.398243,59.631413,7.188945,1.743333,0.266011,52.07376,2.527947,-1.383035,0
2.029574,261.139,88.809,11177.912497,34644.972079,882.574519,70.59369,1.955923,44.166784,4985.958801,3.684961,800252.300253,0
0.551392,264.4734,87.156,10.882505,36138.894092,67.720064,6.968122,2.167409,0.517409,48.856738,5.462692,-1.660853,0
0.430459,242.2692,87.4768,8.036245,24583.286731,474.704262,8.055927,1.947885,56.151444,66.516701,3.298706,-2.980077,0
0.492333,257.9624,87.8658,9.24091,29456.686586,466.54779,7.463389,1.943496,57.582661,56.762044,4.270021,-2.976554,0
0.407168,244.2938,87.8964,6.881417,30781.273482,472.024467,8.377153,1.880804,56.581963,71.865307,2.71191,-2.984089,0
0.498825,251.6836,88.1012,9.226624,27143.087091,126.004559,7.19989,1.930154,14.788605,52.27114,3.854499,-2.703645,0
0.697744,265.4134,87.5898,451.376753,29863.0969,463.141936,69.238171,1.797612,58.244234,4857.506626,2.86154,4613.700512,0
0.529001,270.0924,89.5322,9.878978,41748.219462,2092.852163,7.14011,2.042394,30.187413,51.67678,4.518925,-2.998782,0
0.445173,258.1568,87.0582,8.412303,29719.040614,77.416413,7.731389,1.658717,0.733574,60.595722,2.010249,-2.249083,0
0.555087,275.8648,88.618,10.389368,39954.417321,1283.992076,7.05545,1.786318,37.768012,50.475585,3.521513,-2.996499,0
0.370852,266.3138,87.3322,6.765172,37033.04733,61.569043,8.853498,1.788684,0.325084,80.210889,2.518849,-1.995354,0
0.482477,260.6478,88.2476,8.362039,30818.929355,1692.623094,7.24198,1.818066,33.294685,52.990705,3.412824,-2.998633,0
0.501687,261.4818,88.2788,9.640288,33315.770069,927.091471,7.309095,1.632075,41.787665,54.275135,1.703515,-2.993807,0
0.348324,269.4618,87.8874,6.072184,37878.180941,465.516321,9.106947,1.738949,57.761096,84.912206,2.393707,-2.985042,0
0.530591,260.2146,87.082,10.463708,34228.352547,68.078876,7.130963,2.280738,0.43228,51.243794,6.306035,-1.718565,0
0.458997,243.0836,86.5598,81.73221,25969.174611,72.020024,63.369462,2.385734,0.626579,4301.759314,7.227473,5541.071654,0
0.461607,254.1422,87.1182,8.730222,29936.065579,489.968629,7.710535,1.91808,53.603182,60.642383,3.401272,-2.979795,0
0.442685,258.1878,87.04,8.325902,30299.026931,79.8676,7.722833,1.702396,0.761714,60.451124,2.177218,-2.310458,0
0.460794,251.2806,88.0024,8.512509,27253.511464,123.290794,7.595681,1.922503,15.220441,58.487266,3.777952,-2.706884,0
0.455627,256.0928,87.184,8.57777,30785.511788,489.016944,7.804476,1.901419,53.750044,62.19617,3.264487,-2.97994,0
0.386171,261.9142,88.051,6.497189,37812.798038,1293.933999,8.232956,2.091395,37.380317,68.415148,5.028227,-2.998199,0
0.424476,244.8938,87.9034,7.165051,31204.049322,473.414068,8.145023,1.855101,56.33431,67.833571,2.573958,-2.983775,0
0.662251,269.729,88.5402,12.402742,39105.000759,60.600784,6.292144,2.015952,0.493853,39.628343,4.352015,-1.214428,0
0.391325,240.3004,86.896,6.702397,27667.31856,71.043184,8.523165,2.165093,0.604806,74.33652,4.928519,-2.311665,0
0.359754,258.5098,87.4208,6.489649,32112.463104,472.090927,8.89145,1.891516,56.625719,80.855084,3.389333,-2.984154,0
0.463164,255.9558,88.0274,8.659472,31277.523846,929.057449,7.550461,1.723112,41.679608,57.93655,2.119158,-2.994706,0
0.388089,242.2282,86.826,6.718993,28159.454125,71.144524,8.722225,2.161887,0.637635,77.824973,5.136831,-2.279107,0
0.40447,266.9928,88.1894,7.24003,36202.711548,69.987128,8.246068,1.672189,0.775079,69.235267,1.859615,-2.226975,0
0.564716,242.179,89.1066,83.583973,25738.354559,2918.166836,61.293658,2.296161,25.692238,4110.433501,6.50172,0.374662,0
0.434313,245.6694,87.696,7.317809,31972.533304,66.988384,8.032007,1.8902,0.51144,65.887097,2.907055,-2.177945,0
0.8275,255.8848,87.1668,16.277592,32210.838729,68.099778,5.375231,2.024906,0.352322,28.426563,4.624911,-1.204498,0
0.548177,244.5046,89.0896,83.235003,25995.471979,2917.452772,61.674629,2.287993,25.702579,4145.417629,6.378872,0.376656,0
0.578305,267.5632,88.1296,10.676808,37271.930006,69.243204,6.652717,1.810847,0.657065,44.36057,2.968693,-1.873982,0
0.482388,251.9184,88.4292,8.911466,28461.997341,893.676587,7.414162,1.877363,43.396993,55.576287,3.144845,-2.994175,0
2.734863,254.5606,87.7048,25993.415778,29517.629928,1288.472057,70.656587,1.93311,37.641073,4991.898436,3.581147,2032837.760654,0
0.478952,264.4458,86.9136,9.213805,33867.743862,65.854935,7.485571,1.813132,0.450074,56.637542,2.783941,-1.832596,0
0.36563,265.2204,87.3276,6.665195,36668.419024,62.177078,8.937066,1.803792,0.322876,81.807109,2.59494,-2.025465,0
2.649482,258.8132,88.3664,25991.830115,36276.783106,1297.160551,70.664632,2.089972,37.218688,4992.657585,4.893519,2005756.775689,0
0.534374,267.7572,88.3404,9.867815,36431.861848,72.602928,6.972154,1.716579,0.733806,48.90919,2.125769,-2.04109,0
0.360152,246.3086,87.0,6.377648,27647.733766,61.044,8.921526,1.976045,0.378756,81.34658,3.638499,-2.079333,0
0.441316,268.571,87.5082,7.893882,32644.351359,58.648733,7.988416,1.726585,0.263719,65.262755,2.457998,-1.763347,0
0.448261,244.0578,89.0694,7.789759,29350.289659,1286.767784,8.001138,1.898333,37.609828,65.085851,3.154714,-2.997505,0
0.47333,271.6568,88.804,8.724305,36589.907814,466.113184,7.616554,1.706886,57.545607,59.065798,2.513724,-2.978256,0
0.351225,262.2764,87.3746,6.22433,35757.822003,466.747075,9.050886,1.841845,57.592057,84.005719,2.89799,-2.984527,0
0.986089,251.7988,89.0326,19.771237,30762.429519,868.487937,5.148742,1.95788,45.222705,25.811759,3.846749,-2.985068,0
0.429758,257.679,88.1288,7.490063,36149.208759,1293.762611,7.876589,2.129781,37.381262,63.263924,5.321764,-2.997779,0
0.484146,255.5116,88.6262,8.721376,28374.173865,893.608074,7.271448,1.802827,43.384695,53.192215,2.856127,-2.994648,0
0.368431,243.0888,89.7548,6.276608,29378.203715,1696.342277,8.901375,1.984464,33.081267,80.990704,3.860749,-2.99885,0
0.315548,251.8346,87.624,5.191539,29575.304843,473.697024,9.278732,1.889677,56.314631,87.966924,2.879459,-2.989074,0
0.446906,252.455,87.1322,8.346086,28644.131975,490.356723,7.819205,1.922231,53.540392,62.23424,3.492143,-2.981102,0
0.823343,255.7608,87.1964,16.20423,32325.581583,69.611427,5.393264,2.027688,0.469155,28.631122,4.60574,-1.286002,0
0.361742,240.8676,87.0128,6.581781,26693.49967,882.571836,8.814357,2.087487,44.333916,79.992021,4.078542,-2.995384,0
0.579502,268.6916,88.046,10.821501,37670.130889,69.048684,6.673011,1.793277,0.701962,44.682649,2.870287,-1.828818,0
0.44337,259.0142,87.0914,8.325502,30689.274798,80.011446,7.722687,1.697339,0.754248,60.449878,2.152804,-2.313015,0
0.41035,255.4742,87.3544,7.461086,30645.984134,116.046001,8.044997,1.72594,16.555851,65.604164,2.169129,-2.716408,0
2.761804,256.3226,87.4238,25993.911247,33781.669329,77.316994,70.654067,2.035005,0.631496,4991.660798,4.300302,564546012.03466,0
0.432428,243.354,87.5518,7.3188,30933.224684,68.973717,8.03244,1.954234,0.520543,65.890843,3.42313,-2.224335,0
0.486327,268.7312,88.6612,8.986803,35984.766147,465.627215,7.472175,1.747662,57.652537,56.759391,2.686439,-2.977739,0
0.953276,265.1224,89.0616,457.654905,32357.711418,2091.960605,67.799409,1.828879,30.237867,4721.848413,3.236508,223.129446,0
0.507849,261.1058,87.4458,9.986356,35306.516206,473.822262,7.310784,2.248322,56.312381,54.050858,5.945868,-2.974658,0
0.408382,263.8828,88.0984,7.316975,35011.447064,70.023917,8.188019,1.721779,0.772177,68.22739,2.099734,-2.222291,0
0.777925,251.9134,88.318,15.325264,29492.4431,61.644876,5.939196,1.899887,0.386805,34.957026,3.51247,-0.654075,0
0.270442,258.2998,86.9324,3.787671,32045.08432,62.20703,9.91657,1.993476,0.149607,97.084729,4.227071,-2.628949,0
2.02388,255.9326,88.4826,11177.855148,33232.577657,883.338497,70.594394,2.018217,44.140757,4986.025202,4.04034,798871.090944,0
0.6872780000000001,264.9192,87.5822,451.131104,29721.845871,463.380043,69.295533,1.810453,58.200355,4862.937056,2.917739,4609.085802,0
0.589382,250.4986,87.7394,10.881357,29334.687998,879.543488,6.845168,1.96313,44.489634,47.156208,4.465046,-2.992323,0
0.816032,258.7344,89.4648,16.325199,31208.310657,2087.755961,5.62601,1.936088,30.303519,31.203938,3.777695,-2.997909,0
0.503565,265.5122,88.0262,9.428622,35516.166251,73.479914,7.310247,1.805566,0.749425,54.051605,2.809893,-2.060651,0
0.433033,255.9138,88.3668,7.578777,29822.42877,2101.482258,7.810401,1.913985,30.075919,61.993381,3.63186,-2.999155,0
0.703066,263.0038,87.2328,13.426275,34773.770986,72.015004,5.948397,2.058434,0.607959,35.179902,4.909922,-1.672911,0
0.528233,266.6754,88.512,10.163064,34851.814835,467.745856,7.242735,1.749246,57.281921,53.320081,2.797319,-2.973412,0
0.370076,241.9518,89.809,6.354547,28524.192277,1697.419719,8.830597,2.026785,33.0461,79.655629,4.129031,-2.998842,0
0.591696,261.977,87.1216,10.70314,34442.786471,68.061213,6.442154,2.108259,0.569267,41.517577,5.171044,-1.899083,0
0.556471,267.453,87.7646,10.683266,34868.562991,885.598787,7.027938,1.735504,44.041418,50.028652,2.898662,-2.992283,0
0.459726,264.2882,88.5806,8.632314,37283.344341,2114.641504,7.859548,2.107511,29.782714,63.172725,4.864637,-2.998897,0
0.38045,258.9192,87.845,5.912312,29983.771071,868.386975,8.185739,2.060868,45.34187,67.35947,4.58153,-2.996739,0
0.444949,258.6918,87.0516,8.412414,30007.610413,77.682537,7.731466,1.661892,0.734644,60.596437,2.008207,-2.254192,0
0.519318,253.3908,88.6126,9.616998,29273.557275,1290.201321,7.154346,1.846645,37.49939,51.576336,2.869371,-2.996968,0
0.268147,264.6478,87.1442,3.825074,33703.444555,56.971006,10.279014,1.859721,0.197918,106.637058,3.371699,-2.50577,0
0.319543,251.5562,87.6502,5.268899,29599.672842,473.39224,9.196034,1.890252,56.365258,86.332823,2.881149,-2.988934,0
0.45312,254.152,87.1536,7.959827,28431.270096,926.829207,7.65124,1.913248,41.901032,59.130978,3.808981,-2.995417,0
0.422209,258.9576,88.5856,7.234849,30213.556602,2102.377873,7.897832,1.871482,30.043069,63.369146,3.453419,-2.999214,0
0.30368,268.5626,87.8012,5.132233,38401.922481,465.097279,9.910625,1.801944,57.849511,100.841772,2.851006,-2.987356,0
0.572047,260.513,88.331,10.349584,31700.386631,1692.754239,6.608665,1.937439,33.285412,43.930922,4.307594,-2.998246,0
0.633044,265.9548,87.7154,11.30134,36864.676357,65.381603,6.135232,2.085284,0.549727,37.202869,4.921587,-1.798826,0
0.522987,253.047,88.4588,9.661769,28972.481191,1289.664703,7.075431,1.848152,37.535241,50.403256,2.921554,-2.997003,0
2.752821,260.915,87.8394,25993.92237,34462.508975,480.286808,70.65419,1.94077,55.148395,4991.672269,3.67995,14630165.110494,0
0.320457,253.4268,87.2324,5.064258,29913.204242,466.32879,9.50223,2.102722,57.697833,92.320266,4.776516,-2.988758,0
0.490626,251.713,88.3524,9.13365,28239.539031,889.377814,7.33814,1.863667,43.713938,54.443711,3.047858,-2.993942,0
0.457509,267.5858,87.3906,8.140198,34907.803838,930.400032,7.663541,2.021195,41.645877,59.863091,5.151815,-2.995188,0
0.570663,268.115,88.0564,10.546364,37317.040175,67.100819,6.727175,1.789259,0.575523,45.439847,2.85232,-1.80339,0
0.574609,268.964,87.994,10.663171,38207.780304,63.759164,6.734287,1.833418,0.362358,45.54385,3.218239,-1.642244,0
0.833964,258.6484,89.468,16.835713,31073.569577,2087.900176,5.57485,1.943155,30.300189,30.599087,3.821714,-2.997815,0
2.743282,255.1382,87.3882,25993.553789,34586.778701,77.195901,70.655868,2.071324,0.728879,4991.830637,4.572633,566322224.58061,0
0.690301,267.3878,88.3144,451.227053,30906.347011,1276.031953,69.27338,1.767065,38.144227,4860.829032,2.664267,605.198663,0
0.438139,248.0778,86.4306,81.320824,26853.638947,69.906784,63.845701,2.349773,0.666939,4345.98358,6.886023,5882.084018,0
0.440834,252.3598,88.23,7.709321,26721.496344,532.6739,7.596412,1.82783,48.847454,58.039121,3.064356,-2.987214,0
0.386123,262.7638,88.0132,6.497088,37854.13921,1294.495026,8.233192,2.079702,37.35959,68.417925,4.977466,-2.998201,0
0.557779,250.1386,88.2064,10.570395,29221.76979,1291.434199,6.860299,1.846703,37.478564,47.328208,2.687197,-2.996628,0
0.376842,240.9394,89.751,6.430614,28510.384928,1696.221399,8.759167,2.013405,33.084946,78.336312,4.071029,-2.998831,0
0.618189,242.8368,89.1934,84.81187,25577.198966,2916.231996,59.990009,2.311861,25.712909,3990.908474,6.57947,0.378059,0
0.501515,245.3972,88.1074,82.462552,26535.727832,1697.071465,62.538357,2.280379,33.175702,4224.740504,6.221071,6.982093,0
0.63308,265.3074,87.6178,11.301425,36586.502905,66.168923,6.13513,2.098832,0.540095,37.202013,5.020798,-1.827248,0
0.451633,261.2968,87.0038,8.198025,34610.00871,67.098186,7.844397,1.854389,0.271051,62.405588,3.426743,-2.023636,0
0.708037,260.0036,87.263,13.578061,33675.379987,73.212231,5.902284,2.120569,0.632852,34.600069,5.326149,-1.706707,0
0.364294,246.5472,87.6778,6.319032,27922.250572,474.461987,8.733314,1.961228,56.172582,78.148109,3.277839,-2.985606,0
2.721387,260.0104,87.8102,25993.528257,31965.328692,480.855776,70.65638,1.837376,55.054074,4991.878832,2.843391,14595724.580334,0
0.346842,261.632,87.3662,6.147307,35654.783776,467.627298,9.127284,1.850579,57.429958,85.475369,2.939927,-2.984711,0
0.315502,251.604,87.6426,5.191458,29598.905584,473.747665,9.279006,1.890074,56.303491,87.970486,2.879825,-2.989076,0
0.537101,245.3436,89.5046,9.739557,25268.129939,2913.247979,7.038307,2.030358,25.735164,50.624583,4.433776,-2.999401,0
0.407815,255.8448,88.1244,7.399233,28605.904313,123.331725,8.096957,1.806654,15.187554,66.768696,3.037735,-2.748878,0
2.687254,260.2582,87.7826,25992.734407,32268.999133,481.413337,70.660247,1.844186,54.959912,4992.243774,2.856851,14562109.761506,0
0.448298,244.2618,89.0892,7.789725,29343.832861,1286.526843,8.001152,1.894753,37.618847,65.086026,3.145046,-2.997504,0
0.70184,262.521,87.2586,13.427745,34578.325159,73.443726,5.948401,2.061946,0.626421,35.179508,4.948232,-1.723776,0
0.485942,251.161,88.0228,8.969652,27104.507879,123.43228,7.330332,1.925412,15.196299,54.305065,3.81956,-2.697388,0
0.55976,253.3374,87.4748,10.350653,28965.217961,922.970565,6.927229,1.982278,42.134102,48.278805,4.544982,-2.993551,0
0.530261,261.1072,86.9524,10.463948,34334.085708,67.048134,7.13102,2.276039,0.410091,51.244214,6.250605,-1.678792,0
2.757132,254.9266,87.321,25993.874254,33820.829212,77.565159,70.654305,2.079686,0.742079,4991.683204,4.683795,560940243.23598,0
2.670119,248.672,87.2664,25992.453942,27489.066816,479.866231,70.661708,1.988675,55.275383,4992.381613,3.624342,14656246.82303,0
0.5389,267.1002,88.5396,10.434253,34078.61136,466.196832,7.165437,1.74944,57.563671,52.115593,2.867497,-2.97239,0
0.545456,244.7746,88.2866,83.406405,26884.414995,1697.18286,61.494888,2.269451,33.159927,4128.493221,6.095841,6.978117,0
0.845898,253.7322,88.7312,17.121175,29424.807683,1276.826147,5.522142,2.031998,38.076291,29.991926,4.427407,-2.994068,0
0.360981,247.676,88.0214,6.663284,30171.093424,478.269742,8.834058,2.108554,55.467894,79.480481,4.432834,-2.98399,0
0.70167,264.6592,87.2582,13.418981,35374.491055,70.331533,5.954127,2.025316,0.589152,35.230303,4.685757,-1.608297,0
0.541679,246.175,89.7044,9.766262,26685.617175,2913.529421,7.049205,1.987567,25.720586,50.747328,4.075841,-2.999396,0
0.680495,268.8256,88.702,451.220942,31002.425985,1682.391596,69.276275,1.744017,33.566252,4861.088953,2.595597,346.885403,0
0.680658,269.1666,88.6622,451.220778,31229.291244,1682.625291,69.27629,1.733079,33.562081,4861.090357,2.534049,346.788067,0
0.491095,258.479,87.9032,9.17536,29634.890759,466.42543,7.471181,1.938457,57.600784,56.950603,4.229158,-2.976801,0
0.442677,269.0392,87.5526,7.74677,35953.287663,929.136033,7.847412,1.978266,41.715993,62.908222,4.796623,-2.995418,0
1.386851,258.6672,86.7954,4218.394281,30424.353244,66.670339,69.458352,1.823276,0.254834,4872.331221,3.165439,19517899.340102,0
0.512491,267.5422,88.6418,9.626173,37218.212219,64.731493,7.306832,1.713238,0.498649,54.242268,2.291079,-1.734119,0
0.270715,261.8542,87.1534,3.748553,33093.683742,59.460668,10.002699,1.848359,0.169926,99.234015,3.094928,-2.593685,0
1.203037,257.5994,86.8128,4170.566201,30029.83972,74.182156,70.583561,1.902843,0.547591,4984.993459,3.348195,15765833.170688,0
0.83628,250.0844,88.6492,16.484007,30430.595677,872.513739,5.598391,2.024883,44.94699,30.892777,4.303563,-2.987903,0
0.424268,255.0424,87.6276,8.099328,32696.864202,477.235318,8.203368,2.31777,55.69166,68.519484,6.685382,-2.9794,0
0.476984,252.2662,87.2016,8.606897,28213.488538,1335.529757,7.52372,2.097743,36.122655,57.31519,5.530936,-2.997495,0
0.405166,254.6708,88.074,7.419554,28245.008827,123.903724,8.174104,1.856224,15.088678,68.134282,3.387345,-2.744926,0
0.694093,265.1304,87.6902,451.301896,29906.038996,462.902624,69.255764,1.798056,58.277745,4859.166652,2.857866,4618.520361,0
0.357346,269.7756,87.8976,6.309283,38003.870845,465.401114,8.985712,1.73161,57.781553,82.668685,2.36205,-2.984256,0
0.601088,256.8064,88.2318,11.658333,30091.616519,468.132869,6.643626,1.979811,57.246603,44.63213,4.303827,-2.970458,0
0.523949,260.7964,88.222,9.348074,30771.688147,1693.345116,6.954083,1.809408,33.275218,48.811516,3.39575,-2.998421,0
0.601105,256.8236,88.2274,11.658313,30106.956483,468.204889,6.643628,1.978377,57.233919,44.632158,4.296349,-2.970468,0
0.47835,260.5784,88.3168,8.718614,33508.644253,73.446438,7.435792,1.784529,0.737071,55.77128,2.438724,-2.171832,0
0.507879,261.4486,87.4272,9.98626,35532.195758,473.0343,7.310862,2.237247,56.45442,54.051666,5.86005,-2.974573,0
0.371688,243.0638,89.6966,6.354011,28739.14253,1697.186148,8.829808,2.005503,33.060905,79.646977,4.023093,-2.998842,0
0.525811,243.6182,88.7312,9.583717,25030.074029,1692.258147,7.222779,1.955234,33.271869,53.519452,3.697086,-2.998187,0
0.65131,265.2052,88.5648,451.081358,31182.178693,2090.755001,69.313356,1.813457,30.294875,4864.482844,3.109987,223.572867,0
0.57798,242.5368,89.1804,83.846002,25328.710646,2916.546656,61.009557,2.329143,25.7095,4084.427626,6.710296,0.378135,0
0.358912,238.0314,86.9162,6.582212,25568.249214,883.430378,8.816741,2.127671,44.278931,80.020037,4.311436,-2.995391,0
0.841542,263.2022,88.963,455.226738,30867.906115,2091.958431,68.35245,1.800431,30.243387,4773.812205,3.03955,223.197391,0
0.388245,239.8806,86.9288,6.647292,27452.161144,71.521331,8.579756,2.174163,0.63104,75.322918,5.004543,-2.323439,0
0.270715,261.8542,87.1534,3.748553,33093.683742,59.460668,10.002699,1.848359,0.169926,99.234015,3.094928,-2.593685,0
0.799748,262.771,88.7358,454.288322,30717.970559,2093.410798,68.567713,1.834663,30.226508,4794.101971,3.240001,222.908814,0
0.315352,251.5216,87.5898,5.191657,29466.010733,473.631536,9.278667,1.885496,56.329497,87.965959,2.838917,-2.98907,0
0.382178,258.86,87.873,5.890641,29991.636,868.179271,8.187124,2.083862,45.356422,67.437532,4.67984,-2.996757,0
0.442699,238.0178,87.1726,7.65196,28221.567883,69.996809,7.921821,2.125391,0.549514,63.823894,4.615816,-2.201416,0
2.091037,263.3976,88.8428,11178.86532,35925.117914,470.364888,70.582937,1.933886,56.763236,4984.944253,3.493338,2817388.816179,0
0.332128,267.5562,87.522,5.729426,37576.276842,464.141916,9.328343,1.750934,58.058265,89.356083,2.41252,-2.985927,0
0.395262,241.5156,86.899,6.779297,28160.258557,70.645199,8.459448,2.143325,0.60314,73.184153,4.76372,-2.298434,0
0.360856,248.8398,87.7588,6.663187,30442.801336,71.624223,8.834394,2.066294,0.496486,79.484593,4.008716,-2.286133,0
0.577658,259.6628,87.8528,54.803376,35336.007496,1288.659932,54.781731,1.995801,37.623355,3514.861781,4.562203,3.362338,0
0.485753,256.6122,87.66,9.157093,29469.871811,468.978,7.517153,1.971373,57.160847,57.576618,4.396313,-2.976905,0
0.677384,266.6918,88.2024,12.902355,35559.557613,878.729034,6.075411,1.931277,44.514485,36.744691,4.218553,-2.991431,0
0.931981,264.8348,89.0336,457.15551,32350.803909,2089.742071,67.912413,1.795884,30.286712,4732.446217,3.032808,223.622723,0
0.403703,256.6084,88.0868,7.322434,29218.023449,123.128866,8.153327,1.828544,15.230661,67.739833,3.195215,-2.749818,0
0.385863,255.5918,86.709,7.111893,31461.111973,64.844319,8.301451,1.922649,0.486943,69.999019,3.265837,-2.121901,0
0.351479,249.1992,87.717,6.421702,30370.130319,70.446511,8.966707,2.073859,0.476966,81.953616,4.042482,-2.294067,0
0.410303,252.3588,88.097,7.075652,27260.231263,125.211591,7.944837,1.916796,14.917177,63.737973,3.786358,-2.786884,0
0.824807,262.376,88.9158,454.955845,30549.027424,2092.78391,68.415339,1.824026,30.228484,4779.716622,3.166087,223.029109,0
0.560786,253.1384,87.3702,10.640262,29011.394845,925.465152,6.932083,2.00151,41.973918,48.144679,4.645979,-2.993239,0
0.672727,268.18,88.8704,12.588163,38422.1624,64.149204,6.236963,2.00558,0.515518,38.884328,4.169955,-1.387151,0
0.519854,265.0262,87.5956,9.746989,34657.382714,881.489661,7.198035,1.736145,44.358829,52.32303,2.753495,-2.993236,0
2.751884,258.4598,87.3286,25993.926802,33792.204784,77.837022,70.654189,1.947971,0.649728,4991.672208,3.769712,557029695.9006,0
0.589632,250.1808,87.7276,10.881118,29237.545311,879.455398,6.845171,1.968054,44.497473,47.156336,4.501649,-2.992322,0
0.465521,250.4866,88.3688,8.607159,27281.20582,894.153587,7.592499,1.873605,43.368111,58.398868,3.216739,-2.994311,0
0.386015,262.2434,88.0248,6.497156,37929.088956,1294.495785,8.2332,2.083835,37.358588,68.417876,4.978259,-2.998201,0
0.595798,267.251,89.5214,11.420531,39850.508399,2506.005542,6.673065,2.112105,27.647022,44.938704,4.768383,-2.999004,0
0.501594,261.5108,88.2702,9.640353,33311.081083,926.992792,7.309108,1.632041,41.795139,54.275228,1.703742,-2.993806,0
0.554975,265.6428,89.3994,10.739344,39551.674408,2509.30708,7.057964,2.139196,27.599608,50.494013,4.909768,-2.99902,0
2.752364,261.0232,87.8384,25993.924788,34836.863062,480.264685,70.654188,1.932893,55.15282,4991.672141,3.597024,14631515.292095,0
1.213841,257.4442,86.9778,4170.692435,29660.690486,73.761707,70.579858,1.892104,0.527622,4984.64429,3.377119,15945928.060783,0
1.245462,258.4276,86.927,4171.500656,30605.380758,67.105271,70.557963,1.857335,0.280555,4982.57364,3.283017,19265772.653949,0
