mDt,mA,mQ,vDt,vA,vQ,sDt,sA,sQ,kDt,kA,kQ,g,attack
0.19534,257.48978,87.4414,9.017147,29130.846,467.58054,7.121122,1.666636,57.0523,56.391758,4.135859,-2.676567,0,1
0.500843,250.3238,89.2512,15.016871,29049.031,938.1154,5.575309,1.730141,40.096436,34.48637,3.904299,-2.690093,1,1
0.399426,237.8988,88.2248,7.678718,25721.786559,891.565865,8.350847,2.291152,43.559089,70.907206,5.854814,-2.994518,0,0
0.148166,262.70938,88.2666,8.105921,35697.234,2114.5635,7.703796,1.848162,29.478924,65.8429,4.905104,-2.698917,0,1
0.292378,248.7396,86.9724,10.988616,29174.164,883.6626,6.543846,1.905929,43.90567,47.357094,6.061269,-2.691836,0,1
0.3616,251.0676,87.6186,5.974017,31640.92583,472.189134,8.915396,1.842756,56.591612,81.617122,2.52905,-2.986456,0,0
0.534107,250.1914,87.0996,10.24532,29142.151166,482.57808,7.124251,2.133829,54.842473,51.051965,5.652321,-2.975637,0,0
0.714596,284.54822,88.3284,8.121138,35274.44,923.9784,8.398391,1.49277,42.346283,66.72127,0.679984,-3.29498,1,1
0.451575,245.6454,88.8574,13.812994,26659.44,129.73622,5.960131,1.606554,3.225102,39.336338,3.084165,-2.200252,1,1
0.723995,288.87042,87.3056,8.213583,37283.7,63.111168,8.381193,1.596733,0.898604,65.884125,1.565979,-2.22249,1,1
0.547012,264.1594,87.1562,10.807144,35779.489992,67.329802,7.003713,2.181443,0.530473,49.374792,5.586501,-1.650635,0,0
0.711394,279.639,87.3216,7.944501,31923.807,112.547134,8.266883,1.489546,17.807285,63.99655,0.739243,-2.991177,1,1
0.931723,265.0428,89.027,457.155916,32469.184168,2089.774671,67.912359,1.792512,30.286426,4732.441084,3.00996,223.615809,0,0
0.343126,250.4424,87.1972,5.704163,28976.250682,467.266712,9.182462,2.142918,57.528995,86.2688,5.061404,-2.986697,0,0
0.385119,260.1136,88.0828,6.445138,37360.727095,1295.515944,8.259005,2.127156,37.309924,68.949759,5.256976,-2.998219,0,0
0.36777,253.6924,87.5736,5.790648,29752.336582,873.474983,8.426643,2.080442,44.972957,71.86635,4.554993,-2.99671,0,0
0.267675,265.969,87.9846,10.393924,35828.785,72.5472,6.460546,1.458157,0.446696,46.184914,2.070604,-1.628957,0,1
0.484613,264.505,88.3576,9.227744,34477.660775,927.340522,7.468795,1.604136,41.762987,56.79284,1.561935,-2.994079,0,0
0.370902,259.9278,88.262,6.168156,36877.990587,1298.364156,8.382745,2.092189,37.175226,70.844334,4.97941,-2.998333,0,0
0.47554,257.7594,86.6638,9.214166,31823.595512,65.84077,7.488338,1.905289,0.471718,56.666409,3.221067,-1.831437,0,0
0.703126,279.16483,88.1908,7.416388,30670.98,118.22167,8.307512,1.557447,16.569302,64.44451,1.205602,-3.055771,1,1
0.182818,248.2014,87.0208,8.773269,27066.367,472.8651,7.194855,1.63283,56.14037,57.835396,2.912859,-2.677741,0,1
0.73936,285.6888,89.2442,8.341048,37638.12,79.77309,8.136178,1.586388,2.37666,62.035294,0.965818,-2.64113,1,1
0.542249,252.8156,88.397,10.092999,29953.489197,1289.976191,6.95222,1.840063,37.526679,48.637974,2.777191,-2.996839,0,0
0.525526,252.677,88.3596,9.747811,29281.247871,1289.828288,7.082707,1.849491,37.536088,50.522639,2.890551,-2.996943,0,0
0.424377,244.473,87.8986,7.165111,31030.897271,473.493118,8.14503,1.862815,56.32076,67.833597,2.617407,-2.98378,0,0
0.059667,243.858,86.7202,6.19498,27201.02,882.85223,8.501823,1.758515,43.98939,80.0704,3.6137,-2.695523,0,1
0.432296,238.156,87.1496,7.395681,27402.058464,70.58562,8.072134,2.157836,0.585561,66.480623,4.907206,-2.237241,0,0
1.203037,257.5994,86.8128,4170.566201,30029.83972,74.182156,70.583561,1.902843,0.547591,4984.993459,3.348195,15765833.170688,0,0
0.538216,264.8428,87.2312,10.536481,35796.986088,65.539347,7.093379,2.180805,0.371125,50.689232,5.598942,-1.612369,0,0
0.04895,247.9658,87.3954,5.567321,28358.486,472.54303,8.554523,1.642128,56.15783,80.38814,2.862168,-2.687207,0,1
0.262174,257.4548,87.0664,3.570124,31287.601957,61.126791,10.189188,1.906047,0.161628,102.808022,3.504993,-2.639071,0,0
0.101336,244.8132,88.161,7.28152,28144.643,887.7029,8.033135,1.883121,43.49652,70.95952,4.808112,-2.694631,0,1
0.044986,252.317,86.9694,5.304929,29495.938,467.78125,8.750893,1.812782,57.07219,83.84366,4.545724,-2.687591,0,1
1.423105,269.02557,87.3446,11172.019,30537.645,880.5523,70.35531,1.104465,44.108803,4991.476,0.987472,803516.2,1,1
0.378928,236.2914,86.556,7.041194,24539.102486,474.695264,8.477576,2.173972,56.261616,73.911988,4.596641,-2.983078,0,0
0.683264,279.6062,88.7344,7.012153,30742.252,889.2881,8.598092,1.559477,44.044376,69.51096,1.219259,-3.295849,1,1
0.431299,264.6032,88.3046,7.894588,34549.87175,928.494219,7.872451,1.602747,41.691296,63.188016,1.557924,-2.995215,0,0
0.268758,276.0048,89.0892,10.403461,43180.535,2091.1184,6.490916,1.613494,29.927597,46.705116,3.587806,-2.698706,0,1
0.134645,265.0084,87.9848,7.649313,34583.668,927.5113,7.528141,1.300698,41.43818,62.779804,1.248525,-2.695193,0,1
0.386441,242.489,86.885,6.66381,28299.774279,70.491375,8.779718,2.232502,0.622198,78.850953,5.705026,-2.268529,0,0
0.375712,242.7208,89.6578,6.30754,28718.388047,1693.391499,8.897341,1.958893,33.173667,80.928858,3.795414,-2.998836,0,0
0.075083,245.6388,88.312,4.898786,27389.045,936.96747,8.5781,1.964064,40.27463,80.749985,5.374528,-2.697433,1,1
0.452572,261.1526,88.146,8.407697,33295.788113,929.125084,7.676253,1.659345,41.663844,60.039249,1.813166,-2.994838,0,0
0.486278,267.8614,88.5158,8.986291,35966.56459,62.11215,7.472861,1.765743,0.39984,56.766711,2.735733,-1.748971,0,0
0.370035,244.9894,88.7046,6.681579,27578.306488,891.661739,8.768787,2.019688,43.508026,78.295377,3.792566,-2.995435,0,0
0.720307,263.814,87.4182,14.229861,33930.228204,66.837709,5.903517,1.901682,0.379487,34.700985,3.871486,-1.291122,0,0
0.442677,269.0392,87.5526,7.74677,35953.287663,929.136033,7.847412,1.978266,41.715993,62.908222,4.796623,-2.995418,0,0
0.422365,255.5676,87.9354,7.345158,28358.36263,124.236827,7.842278,1.856436,15.109533,62.007804,3.419253,-2.772769,0,0
0.466971,239.9318,86.6518,81.895202,25967.665149,71.962957,63.186142,2.381808,0.572267,4284.450241,7.234853,5549.620721,0,0
0.154127,243.1148,87.7118,7.329761,26452.781,103.97406,7.853086,1.729316,2.550625,68.2135,3.664733,-2.31593,1,1
0.50567,247.6878,89.5512,14.87364,28739.682,938.4775,5.588984,1.758543,40.04838,34.672134,4.101514,-2.690237,1,1
0.408694,242.9318,89.4348,7.198837,28269.224349,1287.264949,8.557071,1.896695,37.558458,74.712898,3.259577,-2.99757,0,0
0.431512,260.7948,87.0242,7.621643,34032.569093,66.894014,8.052119,1.856447,0.281387,66.086277,3.4872,-2.103161,0,0
0.641085,268.9878,88.368,11.927741,38360.015651,60.701376,6.400137,2.051854,0.425958,41.095159,4.595039,-1.29741,0,0
0.421662,253.2744,87.2966,7.669912,29376.986305,117.266628,7.890799,1.739096,16.335138,63.047412,2.288592,-2.717455,0,0
0.646129,269.812,88.4538,12.047439,38748.994256,62.012266,6.369787,2.030607,0.486468,40.671126,4.463038,-1.351729,0,0
0.156608,253.141,86.7574,8.276692,28381.717,74.2413,7.27496,1.430058,0.449777,58.341576,1.981117,-1.87872,0,1
0.591763,249.0302,87.1502,11.539077,29168.749288,890.97164,6.751532,2.28428,43.703314,45.724991,7.143343,-2.991827,0,0
0.363448,242.797,88.6876,6.605663,26921.775391,891.646806,8.838937,2.053678,43.510842,79.584701,3.966324,-2.995467,0,0
2.702293,251.576,87.8918,25993.004945,28871.758624,1292.659293,70.658866,1.937475,37.445177,4992.113427,3.329093,2019712.451994,0,0
0.059631,243.765,86.7172,6.194992,27200.719,882.8269,8.501841,1.759685,43.991535,80.0706,3.618205,-2.695523,0,1
-0.0111,241.5296,86.2274,4.608331,26188.578,476.43286,9.600538,1.790875,55.60827,101.43966,3.874632,-2.688961,0,1
0.168406,252.3512,86.674,8.537512,28461.605,85.51173,7.216286,1.515056,0.432263,57.51844,2.476887,-2.052275,0,1
0.584743,267.548,88.2298,10.931137,38067.822896,468.431392,6.669908,1.850632,57.183552,44.608245,3.276653,-2.974075,0,0
0.270777,257.92618,87.899,10.647935,29772.69,467.16937,6.538085,1.65627,57.1815,47.66825,3.964611,-2.672303,0,1
0.21649,260.1196,87.121,53.479523,32862.434,1290.2401,56.031403,1.696477,37.30007,3651.5498,4.358753,3.652787,0,1
0.55976,253.3374,87.4748,10.350653,28965.217961,922.970565,6.927229,1.982278,42.134102,48.278805,4.544982,-2.993551,0,0
0.356107,251.2742,87.4264,6.499422,31727.889814,71.562983,8.892389,2.034799,0.431587,80.573801,3.734802,-2.310645,0,0
2.752601,260.9186,87.869,25993.924,34143.926,481.14465,70.65419,1.945354,54.99854,4991.6724,3.753906,14578045.0,0,1
1.815627,246.6206,87.9706,11174.023,28290.463,887.28174,70.63655,1.987696,43.89594,4990.0044,3.446116,791874.44,0,1
0.219521,253.6028,88.3326,9.316824,29270.973,1289.8828,6.854347,1.545698,37.198517,51.87644,2.565934,-2.696968,0,1
0.37901,236.3398,86.5586,7.041173,24006.791936,474.191766,8.477522,2.142094,56.349167,73.911407,4.344679,-2.983042,0,0
0.578528,242.783,89.1692,83.845486,25638.194711,2915.694171,61.009941,2.31724,25.72128,4084.463297,6.567737,0.380098,0,0
0.478785,263.8194,86.8628,9.213936,33723.761984,65.707576,7.485571,1.824358,0.450551,56.637463,2.837192,-1.827322,0,0
0.34315,252.032,87.6004,6.202592,32203.463776,70.00272,9.092302,2.030836,0.452698,84.285582,3.710481,-2.314734,0,0
0.492429,260.7876,86.9116,9.101049,34292.805686,67.444185,7.442864,1.839071,0.29938,56.120353,3.376665,-1.923458,0,0
0.068512,242.9982,89.4696,5.976566,29438.559,1695.475,8.60137,1.691199,32.796803,81.29068,3.570934,-2.698849,0,1
0.510387,267.6836,87.7572,9.518267,36120.787091,880.819448,7.317233,1.751217,44.39392,54.149863,2.847166,-2.993326,0,0
0.092847,266.69357,88.5366,6.149108,30223.234,2115.9111,8.194511,1.328096,29.458149,74.1274,2.285997,-3.299286,1,1
0.458978,244.055,86.7258,81.734905,25474.934775,70.178214,63.367433,2.382092,0.578678,4301.48203,7.054268,5835.904794,0,0
0.741961,284.1852,88.5,8.424511,36127.293,67.8244,8.044075,1.628565,1.32515,60.347614,1.34079,-2.394744,1,1
0.40355,256.1778,88.0842,7.322466,29017.502187,123.08671,8.153442,1.829795,15.23885,67.741057,3.205959,-2.749641,0,0
0.444927,243.1316,89.0536,7.724806,29072.989481,1285.495127,8.059815,1.917652,37.666935,66.113485,3.258139,-2.997504,0,0
0.049016,248.2244,87.404,5.567282,28436.58,472.462,8.55453,1.639265,56.171196,80.38827,2.842622,-2.687202,0,1
0.465426,239.9432,86.6696,81.894415,26013.505974,72.108436,63.187562,2.37817,0.568618,4284.575747,7.206989,5527.294109,0,0
0.009211,244.8008,86.492,5.089213,27515.174,881.9763,9.28755,1.745453,44.07617,95.104996,3.525907,-2.696351,0,1
0.525878,256.7322,86.6176,53.932161,30536.860483,68.84937,56.096065,1.917055,0.323013,3630.924214,3.841444,2226.829024,0,0
0.692139,261.2846,88.6546,13.008122,32067.888803,1694.068499,6.006052,1.919254,33.224435,35.938653,4.174983,-2.997704,0,0
0.044015,242.4734,87.7118,4.770546,27916.713,504.49768,9.496957,1.978455,51.077625,99.12951,5.461959,-2.689726,1,1
0.495309,260.3142,89.0356,9.288643,32740.725478,974.736333,7.272501,1.74194,39.359983,53.750806,2.463679,-2.994847,0,0
2.679613,251.5062,87.921,25991.89,29789.637,494.58356,70.663826,1.974344,52.871315,4992.581,3.504886,13796926.0,1,1
0.57927,296.0302,88.2714,4.944923,40900.316,460.56976,10.710161,1.597806,59.04563,111.1537,1.430317,-3.288344,1,1
0.448298,244.2618,89.0892,7.789725,29343.832861,1286.526843,8.001152,1.894753,37.618847,65.086026,3.145046,-2.997504,0,0
0.967892,257.04782,89.3844,451.0561,29185.775,2117.1338,69.68545,2.245438,30.010798,4870.9927,4.08017,217.58957,1,1
0.24606,258.214,87.4158,53.812286,35057.78,1292.1675,55.506165,1.726987,37.194534,3605.811,4.417965,3.632221,0,1
0.219782,257.52478,87.532,53.11152,34083.72,1292.6058,56.56733,1.731403,37.166203,3701.749,4.379576,3.628973,0,1
0.037148,259.3502,87.011,5.634325,32629.102,472.67548,8.816359,1.655698,56.180626,85.2,3.394757,-2.686163,0,1
2.667111,252.7318,87.7928,25991.85,29267.848,491.22348,70.66422,1.860898,53.419613,4992.619,2.908027,13986382.0,1,1
0.666165,266.37122,89.1796,6.694327,31462.947,880.7799,9.306116,1.643856,44.62654,82.74596,1.435956,-3.295462,1,1
0.697973,261.908,88.5568,451.745969,29585.892336,1683.545974,69.154776,1.837994,33.541782,4849.564272,3.183712,346.389546,0,0
0.758852,260.9672,87.4514,14.927888,33140.775724,66.777638,5.69722,1.952758,0.359467,32.182626,4.24422,-1.241822,0,0
0.673467,280.35,87.6122,7.140129,33090.43,110.99153,8.741675,1.503234,18.046577,72.1678,0.774529,-3.01492,1,1
0.220057,289.11218,87.358,8.646821,37665.305,60.045437,6.398281,1.207172,0.453845,44.436134,2.165945,-1.642983,1,1
0.759951,278.30502,88.8476,8.730494,30884.895,889.19055,7.808775,1.596042,44.040253,56.67086,1.343636,-3.294606,1,1
0.108049,249.106,88.445,5.450136,27127.219,938.532,7.980999,1.957493,40.174904,69.50964,5.442883,-2.697291,1,1
0.37707,243.8054,89.7202,6.351572,29590.456731,1695.108312,8.828556,1.958718,33.119386,79.635017,3.721783,-2.99884,0,0
0.713854,279.2092,87.4794,8.061679,32062.336,78.36082,8.249265,1.529348,1.351862,63.8417,0.935991,-2.646287,1,1
0.081929,240.2372,87.95,6.97247,26424.932,888.2243,8.283601,1.973239,43.478024,75.36665,5.40739,-2.69477,0,1
0.205789,265.7642,88.6504,9.36037,38618.82,2514.3416,7.168103,1.840031,27.238188,57.063377,4.713095,-3.299118,0,1
0.291517,260.55658,88.0764,11.322936,32650.182,469.63074,6.449108,1.590143,56.599503,46.325928,3.259816,-2.670009,0,1
2.686727,257.6962,87.4902,25992.787578,31230.919106,478.037104,70.66004,1.871913,55.56798,4992.224262,3.092206,14768534.583068,0,0
0.680658,269.1666,88.6622,451.220778,31229.291244,1682.625291,69.27629,1.733079,33.562081,4861.090357,2.534049,346.788067,0,0
0.550068,262.648,87.6594,54.392103,36095.657696,1290.265392,55.398358,2.003352,37.568865,3569.058275,4.652139,3.34793,0,0
0.517321,245.9202,89.3914,9.360746,25515.281432,2911.893406,7.23181,2.019356,25.759278,53.601794,4.33424,-2.999415,0,0
0.520111,243.058,88.5362,9.695249,24774.138236,1693.37149,7.261689,1.971649,33.252584,53.883872,3.78981,-2.998135,0,0
0.282138,268.22238,89.3782,10.70913,40366.7,2503.1814,6.458326,1.790082,27.379671,46.45835,4.307311,-2.699049,0,1
0.204452,249.3882,87.9912,8.414865,27639.28,492.838,7.432316,1.800151,52.819355,61.506824,4.846945,-2.679948,1,1
0.573606,259.4348,87.822,54.727959,35214.502549,1288.957516,54.893031,2.00178,37.612867,3524.674763,4.606713,3.3596,0,0
0.747175,284.12442,88.6238,8.500024,35548.77,69.39696,7.995627,1.645788,1.304498,59.55991,1.409404,-2.429885,1,1
0.516944,264.6778,87.6174,9.692559,34985.475987,881.415817,7.232036,1.78582,44.362195,52.817113,3.097616,-2.99325,0,0
0.262155,257.4158,87.0646,3.570134,31262.44531,61.200827,10.189178,1.907132,0.160274,102.807885,3.512933,-2.639942,0,0
0.106299,240.1432,88.4166,6.726933,27168.375,883.0351,8.197019,1.647944,43.819656,74.08901,3.238107,-2.695141,0,1
1.515136,275.8758,87.993,11173.799,32888.383,879.75037,70.335846,1.068249,44.10993,4989.638,0.742989,804942.2,1,1
0.375437,260.0764,87.4986,6.799434,33144.796963,469.578798,8.707505,1.863077,57.068852,77.373683,3.181839,-2.983148,0,0
0.572802,268.7244,87.9372,10.57707,38195.642045,61.978056,6.727469,1.838082,0.282826,45.440207,3.230831,-1.589215,0,0
0.536599,265.5424,86.8578,10.670356,36700.472202,68.044379,7.06792,2.117646,0.512315,50.325422,5.211953,-1.688683,0,0
0.434023,264.0022,88.2766,7.927472,34346.271395,927.662092,7.834583,1.611705,41.749035,62.619653,1.602785,-2.995208,0,0
0.446699,252.264,87.0944,8.346231,28640.180304,490.381489,7.819213,1.925669,53.540569,62.23422,3.502541,-2.981103,0,0
0.366721,260.2894,88.2276,6.091219,36801.750048,1298.734598,8.446525,2.092129,37.162071,71.978499,4.991442,-2.998351,0,0
2.664618,250.4548,87.2764,25992.337057,28210.661957,478.428803,70.662287,1.952255,55.520238,4992.436186,3.37617,14744476.302288,0,0
0.245464,264.09998,87.8086,9.86147,35177.965,73.18001,6.634824,1.542736,0.454417,48.724403,2.875521,-1.70031,0,1
0.707448,283.5448,87.695,7.966981,34902.855,109.82897,8.510077,1.500201,18.233158,68.64895,0.709096,-2.951285,1,1
0.816032,258.7344,89.4648,16.325199,31208.310657,2087.755961,5.62601,1.936088,30.303519,31.203938,3.777695,-2.997909,0,0
0.788466,280.17783,86.8418,53.608425,32559.65,62.792255,57.3629,1.623909,0.813327,3717.8147,1.689202,2652.7893,1,1
0.761761,256.1102,88.0638,15.011396,32005.446856,61.01693,6.029837,1.835609,0.220911,36.075776,3.113275,-0.634902,0,0
0.43724,266.4104,87.6674,7.581641,34722.461172,1333.826377,7.644232,2.045801,36.15642,58.798442,5.283168,-2.998003,0,0
0.644716,284.1962,87.8536,6.525985,35977.6,465.1759,9.396103,1.663439,58.233627,84.70785,1.717076,-3.284214,1,1
0.314601,270.18658,88.1988,11.345272,39715.273,466.1368,6.163171,1.512836,57.21408,42.06242,2.73603,-2.672099,0,1
0.089489,242.7986,86.5938,6.418729,28214.348,70.72812,8.421149,1.936155,0.321628,78.11253,5.437033,-1.964537,0,1
0.661316,264.86862,87.0138,6.65898,30608.406,66.62909,9.371946,1.841159,1.090812,84.02113,2.814,-2.511749,1,1
2.762383,255.5714,87.3606,25993.977,33770.664,77.92097,70.653786,2.077714,0.745188,4991.6343,4.678256,555828100.0,0,1
1.284279,258.179,86.9496,4172.319625,30333.113759,67.68346,70.535458,1.867259,0.281786,4980.447108,3.36361,18937376.94847,0,0
0.473328,266.9412,88.663,8.944211,38303.276543,2113.499831,7.727098,2.056249,29.801633,61.000972,4.516833,-2.998854,0,0
0.563022,269.849,86.8284,4.722828,31058.32,467.94357,10.688946,1.7365,57.839817,111.32704,1.730562,-3.289747,1,1
1.421321,270.8064,87.4626,11171.932,31246.008,879.22424,70.35618,1.101765,44.195847,4991.558,0.911124,805945.3,1,1
0.392279,243.1058,86.8364,6.796161,28396.571406,70.991235,8.654436,2.142835,0.636286,76.584878,5.01098,-2.270629,0,0
1.755431,241.897,86.8232,11172.833,26521.408,883.7012,70.64952,2.094149,44.26711,4991.2295,4.250909,798330.25,0,1
0.603296,274.9732,87.8366,5.478109,31773.217,469.30664,9.948606,1.650697,57.482548,95.16216,1.287881,-3.287998,1,1
1.192995,285.065,87.0504,4170.5815,33170.816,68.36906,70.58364,1.340682,0.790167,4985.001,1.262662,18560960.0,1,1
0.0639,260.15158,88.078,5.713771,37095.95,1297.5087,8.211054,1.786193,36.889946,73.439644,4.612159,-2.698365,0,1
0.831135,294.72443,88.4766,10.527331,37711.96,872.4378,7.5566,1.496641,45.323547,53.15133,1.204449,-3.292237,1,1
0.451006,256.98718,87.7382,14.60161,31987.441,61.11154,5.779913,1.520222,-0.07819,36.961708,2.747207,-0.318417,0,1
1.960069,252.709,88.4498,11176.719918,32181.793519,884.85988,70.60694,2.077799,44.030532,4987.209195,4.349363,796153.56232,0,0
0.353101,247.512,87.796,5.922102,28449.705456,473.628784,8.790566,1.945169,56.305927,78.933345,3.159576,-2.98719,0,0
0.507635,248.5416,89.4824,14.959248,29037.8,938.11584,5.589437,1.732446,40.07654,34.66808,3.952365,-2.69012,1,1
0.535488,264.141,86.781,10.649057,36318.922319,68.747839,7.073267,2.147669,0.529244,50.424196,5.388684,-1.718135,0,0
0.67633,271.67322,88.251,6.678283,34955.31,467.0138,9.038263,1.604594,57.853825,78.04539,0.963946,-3.284807,1,1
0.653338,265.3364,88.774,457.3548,32353.062,2092.1506,68.09943,1.530589,29.939463,4722.15,2.941639,223.45322,0,1
0.579501,295.54242,88.2572,5.043824,40548.32,460.89017,10.745713,1.611288,58.986965,112.01744,1.456685,-3.287767,1,1
0.647312,274.38,89.6384,6.426888,33155.094,1693.6063,9.355504,1.681337,33.501884,83.57176,1.777069,-3.298863,1,1
1.756791,244.1436,87.0922,11172.828,27591.62,887.0285,70.64952,2.065796,43.994644,4991.2295,4.014519,792351.6,0,1
0.627398,284.3478,87.8406,5.513548,34031.793,65.419556,9.666582,1.66437,1.867544,88.81711,1.425472,-2.720281,1,1
0.642517,281.06763,87.7042,6.547654,34345.043,465.2912,9.328941,1.687497,58.231712,82.976265,1.845058,-3.284425,1,1
0.471326,251.948,88.2582,8.898648,30172.951696,1288.099533,7.690936,1.792249,37.617278,59.964003,2.407387,-2.996995,0,0
0.433033,255.9138,88.3668,7.578777,29822.42877,2101.482258,7.810401,1.913985,30.075919,61.993381,3.63186,-2.999155,0,0
0.450797,237.2962,87.2114,7.804726,28257.122066,70.05031,7.818911,2.131047,0.549406,62.103485,4.631566,-2.191836,0,0
0.24868,254.1542,86.6696,3.402114,31978.606422,67.144836,10.465209,2.036494,0.276508,108.482269,4.434934,-2.713794,0,0
0.444949,258.6918,87.0516,8.412414,30007.610413,77.682537,7.731466,1.661892,0.734644,60.596437,2.008207,-2.254192,0,0
0.978554,245.9346,88.4366,19.650677,27409.493523,61.16678,5.176136,2.026529,0.386494,26.100011,4.298748,0.003426,0,0
0.668382,250.094,88.159,19.119877,29561.04,57.48312,4.908082,1.66105,0.103998,26.747532,3.531355,0.696301,0,1
0.579449,295.505,88.254,5.043847,40555.445,460.88547,10.745709,1.611364,58.988285,112.01733,1.4563,-3.287767,1,1
0.970605,257.2648,89.5954,450.66263,28129.527,1721.1661,69.17426,2.182158,32.74278,4879.475,3.485426,330.89078,1,1
0.466751,246.229,87.051,8.747826,26404.368559,471.645199,7.619429,1.940645,56.745771,59.54569,3.284788,-2.978484,0,0
0.419517,243.2818,89.4492,7.385052,28462.363189,1287.491819,8.388974,1.890589,37.547372,71.801261,3.207409,-2.997539,0,0
0.145424,238.3006,86.882,7.358519,27745.678,70.529274,7.609477,1.844331,0.258325,63.979053,4.479452,-1.907056,0,1
0.726906,283.0978,88.6088,7.597936,33217.805,1692.6418,8.049248,1.649291,33.604362,60.69756,1.989975,-2.69881,1,1
0.609672,274.9422,89.547,11.570214,43302.675259,2092.854591,6.493487,1.91105,30.186589,42.17172,3.868363,-2.998619,0,0
0.369846,269.76678,88.2596,12.252233,39229.793,61.840046,5.938681,1.720955,0.186491,39.220497,4.056542,-0.955975,0,1
0.753648,289.5132,87.2488,9.134525,36146.812,60.74298,8.014799,1.599214,0.890609,59.969795,1.208103,-1.97477,1,1
1.895423,248.568,88.4824,11175.440206,29595.220176,884.22409,70.620876,1.988283,44.07481,4988.524863,3.495148,797326.497711,0,0
0.703066,263.0038,87.2328,13.426275,34773.770986,72.015004,5.948397,2.058434,0.607959,35.179902,4.909922,-1.672911,0,0
0.027134,268.82358,87.5644,5.302226,37555.895,465.21924,9.184258,1.459112,57.463028,92.527245,2.179178,-2.686209,0,1
0.35678,236.053,86.5706,6.582731,24942.741791,475.401816,8.818128,2.157046,56.136243,80.036223,4.453625,-2.984079,0,0
0.510843,262.0932,87.097,9.992336,35427.012114,67.102391,7.301871,2.238769,0.421476,53.955311,5.900804,-1.737032,0,0
0.507463,243.9296,87.7332,9.415527,24943.191444,473.780818,7.32103,1.899265,56.284873,54.787134,3.03034,-2.977177,0,0
0.247795,264.9712,86.7928,10.506438,35842.57,66.423386,6.703697,1.885499,0.115354,49.67497,5.297345,-1.301126,0,1
0.708963,279.4032,87.2922,7.94574,31803.92,113.88174,8.267558,1.482455,17.515045,64.00276,0.732565,-2.998228,1,1
0.735086,276.37582,88.6584,8.359991,30378.434,890.58234,8.105351,1.604453,43.954502,61.484455,1.341369,-3.29469,1,1
1.716306,286.06158,88.166,11177.582,36272.4,471.08646,70.29436,1.108216,56.33326,4985.7217,1.378378,2805302.8,1,1
1.249154,258.7556,86.8556,4171.5713,30821.426,67.704346,70.55601,1.850879,0.268446,4982.3887,3.238721,18926276.0,0,1
0.810996,290.40622,87.9126,54.15616,37178.04,1284.7397,56.517136,1.711633,38.103714,3641.9338,2.557173,3.701645,1,1
0.342208,255.3572,87.0016,11.831762,31966.078,472.50464,6.219785,1.731688,56.198032,42.805225,4.878117,-2.67004,0,1
0.462956,253.2294,87.1266,8.595178,28719.933976,115.935772,7.498698,1.744059,16.62775,56.776287,2.342814,-2.671448,0,0
0.488911,248.2912,87.3448,9.235694,27540.204803,473.034313,7.457253,1.931533,56.460767,56.915716,3.151153,-2.97716,0,0
0.358716,262.1026,87.4544,6.378101,34652.304073,470.043521,8.944714,1.844212,56.986701,82.128991,2.98638,-2.984326,0,0
0.539726,282.0616,87.3162,3.621408,34010.71,55.543938,10.90434,1.69244,0.588213,111.08909,1.904712,-2.895352,1,1
0.063787,259.705,88.0738,5.713768,36895.887,1297.4116,8.211201,1.800641,36.894432,73.44131,4.699066,-2.698365,0,1
0.83628,250.0844,88.6492,16.484007,30430.595677,872.513739,5.598391,2.024883,44.94699,30.892777,4.303563,-2.987903,0,0
0.523478,263.0906,87.0266,10.362348,33226.425992,68.932292,7.164974,1.862771,0.459007,51.74109,3.057654,-1.762958,0,0
0.65131,265.2052,88.5648,451.081358,31182.178693,2090.755001,69.313356,1.813457,30.294875,4864.482844,3.109987,223.572867,0,0
0.386424,250.5448,88.1792,7.167711,30952.145593,480.701487,8.466716,2.055422,55.030301,72.905166,4.161028,-2.983124,0,0
0.667389,248.4296,88.149,19.121597,28614.107,59.3686,4.90804,1.702867,0.126119,26.74702,3.828409,0.483449,0,1
0.344648,251.864,87.254,5.703842,29503.213504,467.525484,9.181338,2.115377,57.475655,86.255423,4.852352,-2.986715,0,0
0.48416,260.6344,88.9744,9.059656,32713.166337,933.369745,7.39782,1.729235,41.310967,55.707387,2.410291,-2.994469,0,0
0.482376,251.8992,88.3988,8.911483,28393.224239,893.820959,7.414152,1.878737,43.389366,55.576181,3.155768,-2.994177,0,0
0.644495,268.11182,87.2456,6.643827,30350.04,877.66144,9.246576,1.736255,45.037056,82.19815,1.703349,-3.29553,1,1
0.407061,253.179,88.0172,6.998517,27722.716959,123.917704,7.999024,1.905695,15.14878,64.655069,3.691052,-2.784203,0,0
0.560433,275.4354,89.5058,10.487858,43523.575827,2089.869166,6.847907,1.953556,30.253786,47.209005,4.081522,-2.998736,0,0
0.448612,258.7036,88.933,8.433871,31583.711747,937.542111,7.765968,1.761748,41.040781,61.582248,2.581627,-2.994774,0,0
0.968256,248.1496,88.5266,19.42017,28860.90082,57.360892,5.208045,1.997441,0.390935,26.447239,4.068329,0.37535,0,0
0.474794,260.147,88.3654,8.907814,33889.518991,2116.683483,7.66253,2.193042,29.753541,59.913767,5.709574,-2.998886,0,0
0.126409,252.7746,86.7308,7.57323,29153.908,489.10828,7.70226,1.62741,53.406116,65.520325,3.149866,-2.682345,0,1
