mDt,mA,mQ,vDt,vA,vQ,sDt,sA,sQ,kDt,kA,kQ,g,attack
0.833964,258.6484,89.468,16.835713,31073.569577,2087.900176,5.57485,1.943155,30.300189,30.599087,3.821714,-2.997815,0,0
2.743282,255.1382,87.3882,25993.553789,34586.778701,77.195901,70.655868,2.071324,0.728879,4991.830637,4.572633,566322224.58061,0,0
0.690301,267.3878,88.3144,451.227053,30906.347011,1276.031953,69.27338,1.767065,38.144227,4860.829032,2.664267,605.198663,0,0
0.597097,267.3794,87.949,11.146366,38128.168,61.860397,6.582409,1.854254,0.279412,43.419655,3.290144,-1.492897,0,1
0.438139,248.0778,86.4306,81.320824,26853.638947,69.906784,63.845701,2.349773,0.666939,4345.98358,6.886023,5882.084018,0,0
0.798836,257.6548,87.1476,15.763968,32684.932,71.70381,5.50406,2.007748,0.510286,29.905254,4.464747,-1.40958,0,1
0.440834,252.3598,88.23,7.709321,26721.496344,532.6739,7.596412,1.82783,48.847454,58.039121,3.064356,-2.987214,0,0
337.3298,617.6011,417.4073,357.34918,32368.326,417.4073,357.34918,337.3298,337.3298,417.4073,337.3298,337.3298,1,1
0.386123,262.7638,88.0132,6.497088,37854.13921,1294.495026,8.233192,2.079702,37.35959,68.417925,4.977466,-2.998201,0,0
0.545893,246.6994,89.6812,9.841859,26990.297,2913.4395,7.011836,1.970362,25.723007,50.183113,3.960866,-2.999393,0,1
0.557779,250.1386,88.2064,10.570395,29221.76979,1291.434199,6.860299,1.846703,37.478564,47.328208,2.687197,-2.996628,0,0
0.450982,257.8656,87.067,8.488407,30109.305,72.81251,7.682164,1.670144,0.76942,59.805073,2.009265,-2.146438,0,1
0.317301,267.081,87.8148,5.448231,37589.215,465.6857,9.662325,1.766157,57.738567,95.830826,2.495404,-2.986472,0,1
0.376842,240.9394,89.751,6.430614,28510.384928,1696.221399,8.759167,2.013405,33.084946,78.336312,4.071029,-2.998831,0,0
0.626419,269.7914,89.0516,11.722493,39216.56,468.13135,6.54953,1.976617,57.143177,43.111927,4.031604,-2.971085,0,1
0.618189,242.8368,89.1934,84.81187,25577.198966,2916.231996,59.990009,2.311861,25.712909,3990.908474,6.57947,0.378059,0,0
0.501515,245.3972,88.1074,82.462552,26535.727832,1697.071465,62.538357,2.280379,33.175702,4224.740504,6.221071,6.982093,0,0
0.63308,265.3074,87.6178,11.301425,36586.502905,66.168923,6.13513,2.098832,0.540095,37.202013,5.020798,-1.827248,0,0
0.451633,261.2968,87.0038,8.198025,34610.00871,67.098186,7.844397,1.854389,0.271051,62.405588,3.426743,-2.023636,0,0
0.42108,243.8702,88.6352,7.553546,29353.951,1286.8798,8.364412,1.879666,37.639187,71.2942,3.090767,-2.99744,0,1
0.708037,260.0036,87.263,13.578061,33675.379987,73.212231,5.902284,2.120569,0.632852,34.600069,5.326149,-1.706707,0,0
0.493969,263.9504,88.3898,9.444409,34503.37,926.67865,7.394727,1.607389,41.804893,55.63826,1.567891,-2.993909,0,1
0.599279,250.5068,87.6348,11.116815,29350.3,880.91144,6.781781,1.962907,44.395508,46.24703,4.474985,-2.992157,0,1
0.364294,246.5472,87.6778,6.319032,27922.250572,474.461987,8.733314,1.961228,56.172582,78.148109,3.277839,-2.985606,0,0
0.409169,253.1152,88.5604,5.685187,26349.873,533.45197,8.231657,1.98706,47.51862,68.07178,3.836129,-2.991928,1,1
2.721387,260.0104,87.8102,25993.528257,31965.328692,480.855776,70.65638,1.837376,55.054074,4991.878832,2.843391,14595724.580334,0,0
0.346842,261.632,87.3662,6.147307,35654.783776,467.627298,9.127284,1.850579,57.429958,85.475369,2.939927,-2.984711,0,0
0.404196,239.236,88.9442,7.059076,27254.146,883.5511,8.561985,1.964343,44.08279,74.906944,3.570889,-2.995027,0,1
0.517673,293.849,89.4462,9.808863,43456.465,2088.5283,7.179464,1.614544,30.287066,52.266308,2.998097,-2.998781,1,1
0.551981,262.9092,88.1192,10.382387,34640.973,73.95619,6.856468,1.791161,0.732675,47.253693,2.468926,-2.009594,0,1
337.3298,617.6011,437.42667,357.34918,32768.715,1218.1823,337.3298,337.3298,377.36853,397.3879,357.34918,337.3298,1,1
0.315502,251.604,87.6426,5.191458,29598.905584,473.747665,9.279006,1.890074,56.303491,87.970486,2.879825,-2.989076,0,0
337.3298,637.6204,437.42667,337.3298,35911.754,397.3879,357.34918,337.3298,337.3298,477.46542,337.3298,337.3298,1,1
0.346992,267.1764,89.638,5.905495,32428.89,1691.5078,9.178169,1.389402,33.233276,86.20976,1.506817,-2.998913,1,1
0.494211,286.2568,86.9982,9.838913,37638.723,60.7194,7.392684,1.71607,0.436803,55.305534,3.737648,-1.469092,1,1
1.340264,256.8094,87.1246,4173.746,31461.977,482.6519,70.49682,2.029148,54.82526,4976.7964,4.792176,372385.0,0,1
0.537101,245.3436,89.5046,9.739557,25268.129939,2913.247979,7.038307,2.030358,25.735164,50.624583,4.433776,-2.999401,0,0
337.3298,617.6011,417.4073,337.3298,32768.715,397.3879,357.34918,337.3298,337.3298,417.4073,357.34918,337.3298,1,1
0.458472,255.5378,87.598,8.361341,29416.316,467.9884,7.641749,1.992518,57.348446,59.504055,4.472806,-2.980048,0,1
337.3298,617.6011,417.4073,337.3298,34330.223,397.3879,357.34918,337.3298,337.3298,457.44604,337.3298,337.3298,1,1
337.3298,597.58167,437.42667,337.3298,32128.094,1218.1823,357.34918,337.3298,377.36853,417.4073,357.34918,337.3298,1,1
0.407815,255.8448,88.1244,7.399233,28605.904313,123.331725,8.096957,1.806654,15.187554,66.768696,3.037735,-2.748878,0,0
2.687254,260.2582,87.7826,25992.734407,32268.999133,481.413337,70.660247,1.844186,54.959912,4992.243774,2.856851,14562109.761506,0,0
2.74073,254.4402,87.7006,25993.564,29578.625,1288.9437,70.655876,1.936775,37.62095,4991.8315,3.592838,2031346.0,0,1
0.448298,244.2618,89.0892,7.789725,29343.832861,1286.526843,8.001152,1.894753,37.618847,65.086026,3.145046,-2.997504,0,0
0.494428,269.7932,88.6248,9.109039,36137.6,465.40964,7.389653,1.730148,57.695606,55.47978,2.627629,-2.977598,0,1
0.70184,262.521,87.2586,13.427745,34578.325159,73.443726,5.948401,2.061946,0.626421,35.179508,4.948232,-1.723776,0,0
0.485942,251.161,88.0228,8.969652,27104.507879,123.43228,7.330332,1.925412,15.196299,54.305065,3.81956,-2.697388,0,0
0.55976,253.3374,87.4748,10.350653,28965.217961,922.970565,6.927229,1.982278,42.134102,48.278805,4.544982,-2.993551,0,0
0.459981,250.8106,88.1138,8.270457,26808.342,126.25365,7.463188,1.932286,14.736132,56.111122,3.904303,-2.746347,0,1
0.385106,243.6366,88.4022,5.396124,26570.37,541.7708,8.741446,2.280461,46.474136,77.85047,5.910093,-2.991979,1,1
0.530261,261.1072,86.9524,10.463948,34334.085708,67.048134,7.13102,2.276039,0.410091,51.244214,6.250605,-1.678792,0,0
0.68876,263.5018,88.6898,12.93294,33084.395,1693.7347,6.03038,1.919762,33.23173,36.249172,4.187493,-2.997712,0,1
1.192995,285.065,87.0504,4170.5815,33170.816,68.36906,70.58364,1.340682,0.790167,4985.001,1.262662,18560960.0,1,1
2.757132,254.9266,87.321,25993.874254,33820.829212,77.565159,70.654305,2.079686,0.742079,4991.683204,4.683795,560940243.23598,0,0
0.810174,241.6452,89.2494,15.343527,25549.932,128.3608,5.972926,2.123758,3.566791,35.40751,4.927603,-2.451216,1,1
2.670119,248.672,87.2664,25992.453942,27489.066816,479.866231,70.661708,1.988675,55.275383,4992.381613,3.624342,14656246.82303,0,0
0.5389,267.1002,88.5396,10.434253,34078.61136,466.196832,7.165437,1.74944,57.563671,52.115593,2.867497,-2.97239,0,0
0.545456,244.7746,88.2866,83.406405,26884.414995,1697.18286,61.494888,2.269451,33.159927,4128.493221,6.095841,6.978117,0,0
337.3298,617.6011,437.42667,357.34918,29505.557,817.7948,357.34918,337.3298,397.3879,417.4073,337.3298,337.3298,1,1
0.845898,253.7322,88.7312,17.121175,29424.807683,1276.826147,5.522142,2.031998,38.076291,29.991926,4.427407,-2.994068,0,0
0.360981,247.676,88.0214,6.663284,30171.093424,478.269742,8.834058,2.108554,55.467894,79.480481,4.432834,-2.98399,0,0
0.318915,270.7394,87.1894,5.125063,34347.28,57.732727,9.34598,1.707453,0.257854,88.4598,2.321769,-2.27925,0,1
0.70167,264.6592,87.2582,13.418981,35374.491055,70.331533,5.954127,2.025316,0.589152,35.230303,4.685757,-1.608297,0,0
337.3298,617.6011,437.42667,337.3298,33509.43,2038.9766,357.34918,337.3298,377.36853,417.4073,357.34918,337.3298,1,1
337.3298,617.6011,437.42667,397.3879,38213.984,1618.5697,397.3879,357.34918,377.36853,4000.875,357.34918,337.3298,1,1
0.54496,243.2298,88.7746,9.983622,25198.0,1692.0646,7.07776,1.958072,33.274574,51.29002,3.690698,-2.99811,0,1
0.344048,242.2476,88.025,5.070571,27913.031,507.74878,9.796846,2.278321,50.941177,98.82793,5.771522,-2.989845,1,1
337.3298,637.6204,417.4073,337.3298,36572.395,397.3879,357.34918,337.3298,337.3298,417.4073,337.3298,337.3298,1,1
0.541679,246.175,89.7044,9.766262,26685.617175,2913.529421,7.049205,1.987567,25.720586,50.747328,4.075841,-2.999396,0,0
0.680495,268.8256,88.702,451.220942,31002.425985,1682.391596,69.276275,1.744017,33.566252,4861.088953,2.595597,346.885403,0,0
0.680658,269.1666,88.6622,451.220778,31229.291244,1682.625291,69.27629,1.733079,33.562081,4861.090357,2.534049,346.788067,0,0
0.491095,258.479,87.9032,9.17536,29634.890759,466.42543,7.471181,1.938457,57.600784,56.950603,4.229158,-2.976801,0,0
0.442677,269.0392,87.5526,7.74677,35953.287663,929.136033,7.847412,1.978266,41.715993,62.908222,4.796623,-2.995418,0,0
1.386851,258.6672,86.7954,4218.394281,30424.353244,66.670339,69.458352,1.823276,0.254834,4872.331221,3.165439,19517899.340102,0,0
0.512491,267.5422,88.6418,9.626173,37218.212219,64.731493,7.306832,1.713238,0.498649,54.242268,2.291079,-1.734119,0,0
0.520057,288.8122,87.658,8.946821,37665.6,59.745438,6.698281,1.507172,0.753845,44.136135,2.465945,-1.942983,1,1
337.3298,637.6204,437.42667,357.34918,42177.82,1618.5697,357.34918,337.3298,377.36853,397.3879,357.34918,337.3298,1,1
0.499199,282.0436,87.1786,9.914269,36034.52,60.341103,7.351374,1.725643,0.451959,54.67054,3.908089,-1.443142,1,1
0.270715,261.8542,87.1534,3.748553,33093.683742,59.460668,10.002699,1.848359,0.169926,99.234015,3.094928,-2.593685,0,0
1.727328,266.6212,86.475,11172.49,29697.686,471.08417,70.653564,1.457744,56.923557,4991.611,1.546833,2809338.8,1,1
1.203037,257.5994,86.8128,4170.566201,30029.83972,74.182156,70.583561,1.902843,0.547591,4984.993459,3.348195,15765833.170688,0,0
1.756794,244.0626,87.0856,11172.828,27527.21,887.0163,70.64952,2.066927,43.996197,4991.2295,4.0261,792373.5,0,1
0.393622,239.5348,88.2846,7.408152,25349.564,894.4764,8.323635,2.127901,43.343136,70.432755,4.454665,-2.994963,0,1
337.3298,617.6011,437.42667,357.34918,33669.586,1218.1823,357.34918,337.3298,377.36853,397.3879,357.34918,337.3298,1,1
0.83628,250.0844,88.6492,16.484007,30430.595677,872.513739,5.598391,2.024883,44.94699,30.892777,4.303563,-2.987903,0,0
0.424268,255.0424,87.6276,8.099328,32696.864202,477.235318,8.203368,2.31777,55.69166,68.519484,6.685382,-2.9794,0,0
0.596582,270.0938,88.1342,11.067157,38164.543,64.85179,6.684637,2.05443,0.61464,44.9688,4.609515,-1.60303,0,1
1.382525,258.5826,86.7898,4218.3257,30630.494,66.87362,69.460236,1.811329,0.265391,4872.508,3.091051,19399496.0,0,1
0.476984,252.2662,87.2016,8.606897,28213.488538,1335.529757,7.52372,2.097743,36.122655,57.31519,5.530936,-2.997495,0,0
0.405166,254.6708,88.074,7.419554,28245.008827,123.903724,8.174104,1.856224,15.088678,68.134282,3.387345,-2.744926,0,0
337.3298,617.6011,437.42667,337.3298,32608.559,817.7948,357.34918,337.3298,397.3879,417.4073,337.3298,337.3298,1,1
0.513516,265.4008,89.0432,9.932371,38651.168,2514.3286,7.436623,2.139237,27.537956,56.237686,5.00011,-2.999076,0,1
0.621364,246.8514,89.3568,84.822136,28001.305,2915.0332,59.976707,2.237525,25.719904,3989.8513,6.030329,0.380762,0,1
0.533781,262.692,89.113,10.29659,37436.77,2511.7258,7.238006,2.186546,27.576708,53.201332,5.344639,-2.999056,0,1
0.694093,265.1304,87.6902,451.301896,29906.038996,462.902624,69.255764,1.798056,58.277745,4859.166652,2.857866,4618.520361,0,0
0.357346,269.7756,87.8976,6.309283,38003.870845,465.401114,8.985712,1.73161,57.781553,82.668685,2.36205,-2.984256,0,0
0.601088,256.8064,88.2318,11.658333,30091.616519,468.132869,6.643626,1.979811,57.246603,44.63213,4.303827,-2.970458,0,0
0.523949,260.7964,88.222,9.348074,30771.688147,1693.345116,6.954083,1.809408,33.275218,48.811516,3.39575,-2.998421,0,0
0.601105,256.8236,88.2274,11.658313,30106.956483,468.204889,6.643628,1.978377,57.233919,44.632158,4.296349,-2.970468,0,0
0.47835,260.5784,88.3168,8.718614,33508.644253,73.446438,7.435792,1.784529,0.737071,55.77128,2.438724,-2.171832,0,0
0.507879,261.4486,87.4272,9.98626,35532.195758,473.0343,7.310862,2.237247,56.45442,54.051666,5.86005,-2.974573,0,0
337.3298,617.6011,437.42667,357.34918,31427.416,1238.2017,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.350651,251.1382,87.4088,6.335463,31656.654,71.054085,8.951748,2.038684,0.412594,81.68085,3.758589,-2.326769,0,1
0.371688,243.0638,89.6966,6.354011,28739.14253,1697.186148,8.829808,2.005503,33.060905,79.646977,4.023093,-2.998842,0,0
0.525811,243.6182,88.7312,9.583717,25030.074029,1692.258147,7.222779,1.955234,33.271869,53.519452,3.697086,-2.998187,0,0
0.65131,265.2052,88.5648,451.081358,31182.178693,2090.755001,69.313356,1.813457,30.294875,4864.482844,3.109987,223.572867,0,0
0.375461,260.4758,86.7316,6.358887,33942.117,67.22756,8.653987,1.903556,0.322322,76.549774,3.742713,-2.288284,0,1
0.57798,242.5368,89.1804,83.846002,25328.710646,2916.546656,61.009557,2.329143,25.7095,4084.427626,6.710296,0.378135,0,0
0.358912,238.0314,86.9162,6.582212,25568.249214,883.430378,8.816741,2.127671,44.278931,80.020037,4.311436,-2.995391,0,0
0.359777,260.0538,87.4134,6.504932,32853.395,472.5753,8.885549,1.919535,56.54072,80.70951,3.568608,-2.984139,0,1
337.3298,617.6011,417.4073,357.34918,31187.184,1258.221,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.841542,263.2022,88.963,455.226738,30867.906115,2091.958431,68.35245,1.800431,30.243387,4773.812205,3.03955,223.197391,0,0
0.388245,239.8806,86.9288,6.647292,27452.161144,71.521331,8.579756,2.174163,0.63104,75.322918,5.004543,-2.323439,0,0
0.270715,261.8542,87.1534,3.748553,33093.683742,59.460668,10.002699,1.848359,0.169926,99.234015,3.094928,-2.593685,0,0
0.799748,262.771,88.7358,454.288322,30717.970559,2093.410798,68.567713,1.834663,30.226508,4794.101971,3.240001,222.908814,0,0
2.667183,253.1888,87.7974,25991.85,29456.715,491.00876,70.66422,1.850987,53.45429,4992.619,2.849477,13998617.0,1,1
0.453409,262.7628,87.364,8.030952,32512.264,1334.966,7.483415,2.10055,36.13377,56.310925,5.808006,-2.997854,0,1
0.315352,251.5216,87.5898,5.191657,29466.010733,473.631536,9.278667,1.885496,56.329497,87.965959,2.838917,-2.98907,0,0
0.382178,258.86,87.873,5.890641,29991.636,868.179271,8.187124,2.083862,45.356422,67.437532,4.67984,-2.996757,0,0
0.49534,257.1898,87.7414,9.317147,29131.145,467.88052,7.421122,1.966636,57.3523,56.09176,4.435859,-2.976567,0,1
0.390639,285.611,87.6528,7.529701,36551.22,470.02945,8.627081,1.685875,56.977127,75.99024,3.731241,-2.979729,1,1
0.442699,238.0178,87.1726,7.65196,28221.567883,69.996809,7.921821,2.125391,0.549514,63.823894,4.615816,-2.201416,0,0
2.091037,263.3976,88.8428,11178.86532,35925.117914,470.364888,70.582937,1.933886,56.763236,4984.944253,3.493338,2817388.816179,0,0
0.332128,267.5562,87.522,5.729426,37576.276842,464.141916,9.328343,1.750934,58.058265,89.356083,2.41252,-2.985927,0,0
0.268427,264.3734,87.1288,3.824935,33401.91,57.14901,10.279146,1.838635,0.195025,106.639175,3.203182,-2.50887,0,1
0.395262,241.5156,86.899,6.779297,28160.258557,70.645199,8.459448,2.143325,0.60314,73.184153,4.76372,-2.298434,0,0
0.360856,248.8398,87.7588,6.663187,30442.801336,71.624223,8.834394,2.066294,0.496486,79.484593,4.008716,-2.286133,0,0
0.577658,259.6628,87.8528,54.803376,35336.007496,1288.659932,54.781731,1.995801,37.623355,3514.861781,4.562203,3.362338,0,0
0.485753,256.6122,87.66,9.157093,29469.871811,468.978,7.517153,1.971373,57.160847,57.576618,4.396313,-2.976905,0,0
0.677384,266.6918,88.2024,12.902355,35559.557613,878.729034,6.075411,1.931277,44.514485,36.744691,4.218553,-2.991431,0,0
0.566114,252.578,87.618,10.35335,29592.697,922.8977,6.923725,1.95998,42.125587,48.232964,4.382333,-2.993552,0,1
0.931981,264.8348,89.0336,457.15551,32350.803909,2089.742071,67.912413,1.795884,30.286712,4732.446217,3.032808,223.622723,0,0
0.403703,256.6084,88.0868,7.322434,29218.023449,123.128866,8.153327,1.828544,15.230661,67.739833,3.195215,-2.749818,0,0
0.291458,257.5058,86.6732,4.3915,32382.49,66.4016,9.900239,1.953584,0.312131,99.53589,4.117438,-2.551518,0,1
0.385863,255.5918,86.709,7.111893,31461.111973,64.844319,8.301451,1.922649,0.486943,69.999019,3.265837,-2.121901,0,0
0.351479,249.1992,87.717,6.421702,30370.130319,70.446511,8.966707,2.073859,0.476966,81.953616,4.042482,-2.294067,0,0
0.410303,252.3588,88.097,7.075652,27260.231263,125.211591,7.944837,1.916796,14.917177,63.737973,3.786358,-2.786884,0,0
0.824807,262.376,88.9158,454.955845,30549.027424,2092.78391,68.415339,1.824026,30.228484,4779.716622,3.166087,223.029109,0,0
0.560786,253.1384,87.3702,10.640262,29011.394845,925.465152,6.932083,2.00151,41.973918,48.144679,4.645979,-2.993239,0,0
0.672727,268.18,88.8704,12.588163,38422.1624,64.149204,6.236963,2.00558,0.515518,38.884328,4.169955,-1.387151,0,0
337.3298,617.6011,437.42667,357.34918,33469.39,417.4073,357.34918,337.3298,337.3298,397.3879,357.34918,337.3298,1,1
337.3298,617.6011,437.42667,357.34918,37533.324,817.7948,357.34918,337.3298,397.3879,397.3879,357.34918,337.3298,1,1
0.519854,265.0262,87.5956,9.746989,34657.382714,881.489661,7.198035,1.736145,44.358829,52.32303,2.753495,-2.993236,0,0
0.456992,252.554,88.0396,8.436025,27637.053,123.37563,7.642253,1.89706,15.196747,59.237633,3.62825,-2.709015,0,1
2.751884,258.4598,87.3286,25993.926802,33792.204784,77.837022,70.654189,1.947971,0.649728,4991.672208,3.769712,557029695.9006,0,0
0.589632,250.1808,87.7276,10.881118,29237.545311,879.455398,6.845171,1.968054,44.497473,47.156336,4.501649,-2.992322,0,0
0.465521,250.4866,88.3688,8.607159,27281.20582,894.153587,7.592499,1.873605,43.368111,58.398868,3.216739,-2.994311,0,0
0.386015,262.2434,88.0248,6.497156,37929.088956,1294.495785,8.2332,2.083835,37.358588,68.417876,4.978259,-2.998201,0,0
0.595798,267.251,89.5214,11.420531,39850.508399,2506.005542,6.673065,2.112105,27.647022,44.938704,4.768383,-2.999004,0,0
0.501594,261.5108,88.2702,9.640353,33311.081083,926.992792,7.309108,1.632041,41.795139,54.275228,1.703742,-2.993806,0,0
337.3298,617.6011,437.42667,357.34918,35070.94,397.3879,357.34918,337.3298,337.3298,397.3879,357.34918,337.3298,1,1
337.3298,637.6204,437.42667,357.34918,38514.273,397.3879,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,337.3298,34450.34,417.4073,357.34918,337.3298,337.3298,417.4073,357.34918,337.3298,1,1
337.3298,617.6011,437.42667,357.34918,36031.87,417.4073,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
0.554975,265.6428,89.3994,10.739344,39551.674408,2509.30708,7.057964,2.139196,27.599608,50.494013,4.909768,-2.99902,0,0
337.3298,617.6011,437.42667,357.34918,29665.71,817.7948,357.34918,337.3298,397.3879,417.4073,337.3298,337.3298,1,1
2.752364,261.0232,87.8384,25993.924788,34836.863062,480.264685,70.654188,1.932893,55.15282,4991.672141,3.597024,14631515.292095,0,0
337.3298,617.6011,437.42667,337.3298,32128.094,817.7948,357.34918,337.3298,397.3879,437.42667,337.3298,337.3298,1,1
1.213841,257.4442,86.9778,4170.692435,29660.690486,73.761707,70.579858,1.892104,0.527622,4984.64429,3.377119,15945928.060783,0,0
0.361027,258.405,87.4824,6.489248,32394.969,471.1897,8.890791,1.896761,56.78006,80.84767,3.391649,-2.984097,0,1
337.3298,617.6011,437.42667,357.34918,33729.645,1618.5697,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.42422,272.2028,86.3562,81.21366,29645.975,65.836525,63.973186,1.632365,0.850984,4357.854,3.168481,6632.841,1,1
1.245462,258.4276,86.927,4171.500656,30605.380758,67.105271,70.557963,1.857335,0.280555,4982.57364,3.283017,19265772.653949,0,0
0.628123,265.7816,87.8786,11.289377,37189.957,63.690662,6.25199,2.094857,0.509462,38.90054,4.929427,-1.683539,0,1
337.3298,637.6204,437.42667,357.34918,41096.773,397.3879,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
337.3298,637.6204,437.42667,357.34918,38774.523,397.3879,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
0.44015,248.2692,87.4278,8.083806,27555.927131,473.697187,7.926614,1.895299,56.334115,64.67555,2.966005,-2.980291,0,0
0.390499,240.481,88.2678,7.42432,26596.739639,887.638083,8.461302,2.260056,43.841274,72.874109,5.625222,-2.994692,0,0
0.456423,256.42,87.6416,8.284884,29532.0792,468.327949,7.687371,1.975038,57.281587,60.260023,4.388724,-2.980203,0,0
0.47532,244.441,87.753,8.764218,25378.73,473.5528,7.652198,1.906895,56.32259,60.049507,3.07411,-2.978404,0,1
0.520638,290.06,87.0612,10.345915,38726.336,58.125854,7.18639,1.642129,0.379235,52.089684,3.306986,-1.254703,1,1
0.584261,266.5936,88.1086,10.8499,36834.324,69.341606,6.631262,1.813151,0.660731,44.086674,2.987688,-1.847179,0,1
0.459724,243.3602,86.7688,81.734505,25451.645,69.85695,63.367653,2.394378,0.573255,4301.5034,7.113846,5889.705,0,1
0.565861,252.709,88.2302,10.859014,29874.284719,1291.976008,6.810423,1.802328,37.453612,46.634986,2.488675,-2.996494,0,0
1.201581,258.2458,86.8168,4170.569049,30206.468582,73.778038,70.583556,1.893216,0.559982,4984.993013,3.28549,15939040.92936,0,0
337.3298,617.6011,417.4073,337.3298,36011.85,397.3879,357.34918,337.3298,337.3298,417.4073,337.3298,337.3298,1,1
0.39252,272.835,88.8962,6.400814,32386.121,2114.4133,8.440634,1.544473,29.779575,72.8313,2.114373,-2.999305,1,1
0.573606,259.4348,87.822,54.727959,35214.502549,1288.957516,54.893031,2.00178,37.612867,3524.674763,4.606713,3.3596,0,0
0.4642,250.2966,88.2584,8.795921,29291.557028,1288.566829,7.764111,1.809677,37.596908,61.094668,2.514218,-2.997013,0,0
0.564634,285.228,87.1968,10.270966,35565.2,62.37487,6.576277,1.516089,0.698991,43.299408,2.600848,-1.74461,1,1
0.504675,262.5714,88.3338,9.673499,33783.036902,927.592378,7.271261,1.627091,41.748516,53.721805,1.676894,-2.993831,0,0
0.414547,239.7162,86.7564,7.993841,24742.306058,474.326659,8.187284,2.077707,56.301663,68.770973,4.010998,-2.979615,0,0
0.471014,261.6464,88.2604,8.5657,33819.593767,73.229792,7.524623,1.760034,0.746248,57.172039,2.329029,-2.176725,0,0
0.370008,244.4454,88.7006,6.681597,27427.454619,891.64696,8.76878,2.031501,43.509525,78.295283,3.85829,-2.995435,0,0
0.53548,268.027,88.6604,10.256587,34212.613071,465.639872,7.164109,1.766402,57.650982,52.122044,2.96403,-2.973256,0,0
0.497377,253.8544,88.2274,9.525592,30159.494801,1290.757289,7.440534,1.788504,37.505894,56.001411,2.416727,-2.996787,0,0
0.399435,237.7836,88.2238,7.678711,25692.808371,891.702114,8.350847,2.291902,43.549265,70.907216,5.861551,-2.994519,0,0
0.37695,240.1786,86.867,6.438111,27610.450302,70.082511,8.774109,2.157958,0.624282,78.858777,4.907584,-2.309183,0,0
337.3298,597.58167,397.3879,397.3879,29125.188,377.36853,377.36853,337.3298,337.3298,4361.2236,337.3298,7424.188,1,1
0.441604,243.2766,89.0336,7.670161,29177.23,1285.5321,8.107205,1.917155,37.666943,66.8871,3.248783,-2.997512,0,1
337.3298,617.6011,437.42667,337.3298,32728.674,1618.5697,357.34918,337.3298,377.36853,417.4073,357.34918,337.3298,1,1
0.359631,243.465,87.0172,6.494992,27201.02,883.1269,8.801841,2.059685,44.291534,79.7706,3.918205,-2.995523,0,1
0.327359,268.9248,87.121,5.366353,33353.327945,60.355559,9.213927,1.739046,0.238518,86.026055,2.499831,-2.296213,0,0
337.3298,617.6011,437.42667,337.3298,34250.15,417.4073,357.34918,337.3298,337.3298,417.4073,337.3298,337.3298,1,1
1.209902,257.1752,86.9604,4170.923954,29266.477705,482.460432,70.57419,1.879324,54.877725,4984.107827,3.273899,372723.180718,0,0
0.406041,240.8434,89.1816,7.026983,27719.288876,1288.858621,8.49721,1.930113,37.509779,73.791058,3.379,-2.997717,0,0
0.455522,260.417,88.2988,7.753431,30617.466711,1692.552319,7.462543,1.827609,33.293146,56.321268,3.47862,-2.998755,0,0
0.921237,250.8772,88.9922,18.101942,30658.61532,868.782539,5.315308,1.980392,45.203761,27.65753,3.923102,-2.98669,0,0
0.481948,264.688,88.5006,9.088445,35147.04,923.3716,7.496267,1.660411,42.016003,57.237225,1.964129,-2.994164,0,1
0.454127,242.8148,88.0118,7.629761,26453.08,103.674065,8.153086,2.029316,2.850625,67.9135,3.964733,-2.61593,1,1
0.52301,253.5682,88.4816,9.693174,29094.099749,1290.180461,7.115602,1.849948,37.51079,50.99469,2.904055,-2.996952,0,0
0.847597,254.329,88.463,17.063152,30172.106759,872.909031,5.518624,1.996908,44.934391,29.94437,4.210902,-2.987412,0,0
2.718001,261.8836,87.72,25993.422,33377.035,481.6908,70.656876,1.938536,54.92212,4991.9253,3.805097,14545182.0,0,1
0.245594,255.2262,86.5792,3.325636,31965.227,66.34053,10.579999,2.013873,0.280766,110.98931,4.355733,-2.713545,0,1
337.3298,637.6204,437.42667,357.34918,38033.81,1218.1823,337.3298,337.3298,377.36853,377.36853,357.34918,337.3298,1,1
0.471653,252.0534,88.2964,8.898362,30230.482148,1287.952147,7.690986,1.791571,37.62066,59.964681,2.401288,-2.996994,0,0
337.3298,637.6204,437.42667,357.34918,38574.332,417.4073,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
337.3298,637.6204,437.42667,357.34918,37713.5,397.3879,337.3298,337.3298,337.3298,377.36853,357.34918,337.3298,1,1
0.718368,264.561,88.1002,14.154538,34579.646279,879.84376,5.92549,1.921764,44.438052,34.978412,4.057663,-2.990171,0,0
0.509727,261.6018,88.2518,9.792163,33361.828437,926.507197,7.228772,1.628843,41.829156,53.040872,1.691069,-2.99374,0,0
2.68521,256.162,87.4732,25992.746,30571.49,478.4449,70.66024,1.842917,55.498104,4992.243,2.773485,14743379.0,0,1
