s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,attack
0.136,9062.670,17.836,0.133,391.775,-0.006,38.998,0
0.136,9062.430,17.666,0.122,391.800,0.062,38.994,0
0.147,9062.360,18.184,0.122,391.800,0.062,38.993,0
0.153,9062.340,18.178,0.130,391.825,0.029,38.988,0
0.152,9062.160,20.195,0.130,391.825,0.029,38.986,0
0.152,9062.200,20.278,0.133,391.800,-0.158,38.986,0
0.137,9062.010,20.749,0.135,391.800,-0.158,38.988,0
0.080,9062.030,20.788,0.135,391.800,-0.158,38.984,0
0.015,9061.890,20.902,0.134,391.750,-0.073,38.984,0
-0.051,9061.680,20.571,0.133,391.800,-0.054,38.985,0
-0.052,9061.800,20.072,0.133,391.825,-0.123,38.981,0
-0.136,9061.730,20.449,0.126,391.825,-0.123,38.982,0
-0.079,9061.590,19.425,0.125,391.875,-0.209,38.979,0
0.043,9061.190,17.311,0.121,391.950,-0.164,38.980,0
0.113,9060.930,13.550,0.125,392.025,-0.291,38.973,0
0.110,9060.970,12.963,0.113,391.975,-0.196,38.969,0
0.087,9061.070,12.972,0.096,392.050,-0.099,38.965,0
0.117,9061.280,12.826,0.095,392.150,0.099,38.958,0
0.167,9061.370,13.293,0.105,392.125,0.127,38.959,0
0.193,9061.190,11.854,0.103,392.100,0.157,38.963,0
0.193,9060.980,13.243,0.105,392.075,0.221,38.956,0
0.094,9060.730,15.202,0.104,392.075,0.256,38.956,0
0.079,9061.010,16.759,0.107,392.100,0.231,38.951,0
0.125,9060.780,18.528,0.106,392.075,0.256,38.942,0
0.132,9060.970,18.947,0.111,392.075,0.256,38.943,0
0.172,9060.930,18.744,0.119,392.100,0.231,38.941,0
0.163,9060.760,18.187,0.116,392.100,0.231,38.938,0
0.182,9060.810,17.829,0.121,392.100,0.231,38.935,0
0.182,9060.750,17.524,0.118,392.150,0.141,38.937,0
0.201,9060.490,17.969,0.107,392.200,0.054,38.936,0
0.235,9060.180,17.340,0.099,392.225,-0.013,38.938,0
0.140,9060.300,17.440,0.103,392.250,-0.030,38.930,0
0.072,9060.240,17.941,0.102,392.275,-0.039,38.931,0
0.045,9060.060,18.613,0.101,392.275,-0.039,38.932,0
0.045,9060.300,17.525,0.106,392.300,-0.110,38.928,0
0.149,9060.230,16.959,0.115,392.350,-0.011,38.915,0
0.102,9060.270,16.907,0.104,392.425,-0.001,38.907,0
0.076,9060.240,17.099,0.103,392.450,-0.078,38.909,0
0.146,9060.310,17.619,0.104,392.500,-0.105,38.904,0
0.146,9060.180,16.358,0.105,392.525,-0.180,38.903,0
0.189,9060.270,16.982,0.106,392.525,-0.180,38.901,0
0.272,9060.280,16.926,0.121,392.550,-0.147,38.897,0
0.275,9059.940,18.441,0.127,392.550,-0.056,38.884,0
0.200,9059.940,18.440,0.139,392.600,-0.119,38.886,0
0.157,9060.120,18.767,0.150,392.625,-0.118,38.882,0
0.168,9060.270,17.865,0.173,392.725,-0.180,38.875,0
0.216,9060.210,17.665,0.161,392.700,-0.169,38.872,0
0.189,9060.070,17.132,0.172,392.700,-0.169,38.877,0
0.115,9059.900,16.358,0.185,392.750,-0.202,38.873,0
0.042,9059.690,15.838,0.181,392.825,-0.227,38.866,0
-0.001,9059.660,14.415,0.173,393.050,0.201,38.846,0
0.058,9059.540,10.914,0.182,393.125,0.268,38.848,0
-0.003,9058.860,14.232,0.141,393.275,0.388,38.831,0
0.105,9058.470,17.482,0.149,393.350,0.348,38.826,0
0.119,9058.230,19.975,0.125,393.450,0.415,38.802,0
0.150,9058.210,19.976,0.110,393.500,0.375,38.795,0
0.064,9058.030,20.832,0.113,393.550,0.285,38.787,0
0.036,9057.810,19.825,0.127,393.575,0.322,38.780,0
0.086,9057.700,19.302,0.159,393.600,0.256,38.777,0
0.274,9057.740,19.090,0.191,393.700,0.150,38.763,0
0.155,9057.620,18.707,0.186,393.725,0.085,38.754,0
0.132,9057.100,21.631,0.207,393.825,0.159,38.738,0
0.102,9056.620,20.001,0.222,393.925,0.150,38.716,0
0.106,9056.320,20.096,0.245,393.975,0.050,38.709,0
0.087,9056.100,17.922,0.259,394.025,-0.050,38.701,0
0.042,9055.860,19.114,0.278,394.025,-0.050,38.698,0
0.136,9055.430,21.573,0.284,394.275,0.409,38.671,0
0.134,9054.910,20.082,0.308,394.300,0.346,38.659,0
0.060,9054.700,19.402,0.349,394.325,0.284,38.652,0
0.118,9056.190,16.135,0.101,391.525,-0.463,39.003,0
0.017,9056.390,14.721,0.102,391.525,-0.552,39.000,0
0.000,9056.380,14.672,0.094,391.450,-0.480,39.000,0
-0.077,9056.330,14.185,0.093,391.425,-0.440,39.007,0
-0.112,9055.780,13.122,0.097,391.700,-0.211,39.011,0
-0.101,9056.040,16.142,0.092,391.650,-0.130,39.018,0
-0.141,9056.040,16.128,0.086,391.675,-0.191,39.018,0
-0.177,9055.900,16.547,0.087,391.675,-0.191,39.014,0
-0.177,9056.050,15.400,0.093,391.700,-0.211,39.016,0
-0.106,9056.020,15.551,0.092,391.725,-0.234,39.019,0
-0.093,9055.990,15.690,0.086,391.725,-0.234,39.021,0
-0.156,9056.000,15.692,0.085,391.825,-0.163,39.020,0
-0.169,9055.940,15.603,0.082,391.825,-0.163,39.018,0
-0.180,9055.890,15.570,0.079,391.800,-0.104,39.018,0
-0.108,9055.850,14.509,0.079,391.825,-0.084,39.018,0
-0.030,9056.010,15.038,0.074,391.850,-0.143,39.018,0
0.027,9056.330,16.760,0.066,391.800,-0.050,39.020,0
0.004,9056.620,17.193,0.076,391.800,-0.050,39.021,0
0.016,9056.420,18.799,0.068,391.825,-0.015,39.020,0
0.188,9056.360,18.478,0.069,391.750,0.043,39.030,0
0.132,9056.170,18.537,0.069,391.775,0.009,39.027,0
0.189,9056.170,18.488,0.066,391.725,0.046,39.031,0
0.179,9056.450,18.509,0.067,391.775,-0.046,39.027,0
0.271,9056.240,21.688,0.076,391.800,-0.079,39.031,0
0.226,9056.420,20.633,0.076,391.775,-0.022,39.028,0
0.231,9056.540,20.958,0.067,391.775,-0.046,39.033,0
0.371,9056.440,20.806,0.068,391.850,0.286,39.030,0
0.363,9056.230,21.992,0.081,391.875,0.237,39.031,0
0.376,9056.170,21.787,0.082,391.925,0.142,39.030,0
0.369,9056.390,21.447,0.082,391.950,0.094,39.030,0
0.427,9056.400,21.515,0.085,391.950,0.094,39.028,0
0.506,9056.420,21.647,0.087,391.975,0.127,39.018,0
0.346,9056.550,21.624,0.089,391.950,0.177,39.015,0
0.348,9056.740,21.081,0.097,391.950,0.097,39.020,0
0.387,9056.650,18.378,0.096,391.975,0.147,39.015,0
0.291,9056.400,18.379,0.096,391.950,0.097,39.014,0
0.377,9056.450,18.589,0.098,391.950,0.097,39.016,0
0.484,9056.530,18.093,0.098,391.950,0.097,39.013,0
0.510,9056.500,18.157,0.090,391.925,0.146,39.012,0
0.481,9056.590,17.704,0.089,391.825,0.344,39.004,0
0.511,9056.800,19.337,0.090,391.775,0.446,39.004,0
0.522,9056.880,19.379,0.100,391.750,0.501,39.000,0
0.368,9057.180,18.948,0.104,391.800,0.396,38.990,0
0.389,9057.160,18.826,0.102,391.750,0.402,38.986,0
0.429,9057.060,18.861,0.103,391.725,0.453,38.989,0
0.484,9056.850,17.458,0.101,391.750,0.402,38.988,0
0.486,9056.520,16.910,0.093,391.750,0.402,38.987,0
0.357,9056.860,15.154,0.073,391.825,0.344,38.982,0
0.357,9056.790,14.820,0.073,391.900,0.299,38.985,0
0.317,9056.710,14.209,0.077,391.850,0.400,38.986,0
0.365,9057.070,10.995,0.072,391.900,0.299,38.977,0
0.365,9057.040,10.670,0.073,391.900,0.292,38.971,0
0.274,9056.820,12.811,0.075,391.950,0.193,38.972,0
0.218,9056.810,12.818,0.075,392.000,0.096,38.969,0
0.223,9056.860,12.466,0.076,391.925,-0.230,38.968,0
0.198,9056.880,12.255,0.065,391.875,-0.134,38.965,0
0.208,9056.850,12.116,0.067,391.825,-0.067,38.970,0
0.162,9056.620,13.087,0.073,391.925,0.014,38.970,0
0.107,9056.440,12.921,0.068,391.950,-0.040,38.981,0
0.204,9056.490,13.121,0.058,391.850,-0.033,38.976,0
0.188,9056.560,12.635,0.057,391.850,-0.033,38.966,0
0.310,9056.550,11.927,0.057,391.850,-0.063,38.963,0
0.219,9056.820,12.147,0.059,392.025,0.095,38.955,0
0.289,9056.930,12.499,0.060,392.075,0.007,38.954,0
0.229,9056.650,10.844,0.056,392.125,-0.092,38.959,0
0.277,9056.600,11.058,0.060,392.075,-0.150,38.960,0
0.376,9056.510,10.888,0.058,392.050,-0.100,38.958,0
0.480,9056.550,11.178,0.058,392.100,-0.201,38.957,0
0.318,9056.520,11.193,0.070,392.175,-0.192,38.955,0
0.396,9056.590,11.740,0.071,392.250,0.108,38.948,0
0.348,9056.750,11.091,0.104,392.300,0.260,38.951,0
0.348,9056.730,11.141,0.108,392.275,0.330,38.953,0
0.264,9056.630,10.711,0.108,392.300,0.329,38.954,0
0.315,9056.610,10.698,0.109,392.325,0.337,38.953,0
0.374,9056.720,11.067,0.104,392.350,0.342,38.946,0
0.404,9056.520,12.001,0.116,392.325,0.414,38.939,0
0.367,9056.440,11.914,0.109,392.375,0.356,38.932,0
0.116,9056.550,12.854,0.114,392.350,0.429,38.933,0
0.021,9056.430,12.490,0.116,392.400,0.379,38.934,0
0.090,9056.500,11.460,0.117,392.400,0.379,38.928,0
0.127,9056.530,11.475,0.119,392.400,0.379,38.934,0
0.066,9056.880,14.840,0.121,392.425,0.305,38.931,0
0.066,9057.030,13.618,0.120,392.450,0.339,38.933,0
0.071,9056.780,17.219,0.119,392.500,0.191,38.929,0
0.112,9056.780,18.381,0.115,392.525,0.118,38.920,0
0.176,9056.740,18.237,0.116,392.575,0.050,38.924,0
0.209,9056.590,18.020,0.124,392.725,0.120,38.910,0
0.145,9056.540,18.428,0.121,392.800,-0.035,38.909,0
0.147,9056.630,18.862,0.124,392.825,-0.098,38.904,0
0.241,9056.770,19.213,0.134,392.800,-0.070,38.895,0
0.304,9056.900,20.304,0.140,392.800,-0.070,38.894,0
0.354,9056.920,20.263,0.142,392.825,0.074,38.892,0
0.264,9056.900,19.997,0.144,392.950,-0.023,38.877,0
0.213,9056.810,20.885,0.123,393.025,0.456,38.871,0
0.211,9057.000,21.869,0.114,393.100,0.408,38.868,0
0.138,9056.830,21.637,0.102,393.125,0.340,38.865,0
0.212,9056.810,21.798,0.111,393.200,0.456,38.864,0
0.189,9056.940,22.659,0.111,393.225,0.382,38.861,0
0.171,9057.080,23.943,0.111,393.250,0.381,38.856,0
0.171,9056.990,23.388,0.109,393.200,0.420,38.856,0
0.163,9056.970,23.366,0.101,393.250,0.349,38.853,0
0.208,9057.010,23.273,0.102,393.250,0.349,38.845,0
0.218,9056.960,23.373,0.098,393.300,0.285,38.840,0
0.220,9056.840,24.116,0.098,393.275,0.364,38.839,0
0.243,9056.770,23.784,0.108,393.300,0.391,38.839,0
0.233,9056.940,22.723,0.111,393.325,0.435,38.841,0
0.221,9057.110,22.743,0.119,393.375,0.269,38.834,0
0.239,9056.330,25.843,0.143,393.525,0.154,38.816,0
0.182,9056.580,25.357,0.141,393.525,0.154,38.814,0
0.116,9056.610,25.460,0.147,393.575,0.091,38.806,0
0.160,9056.190,22.677,0.143,393.625,0.086,38.792,0
0.093,9056.030,22.326,0.149,393.650,0.011,38.784,0
0.069,9056.140,20.493,0.148,393.675,-0.064,38.777,0
0.069,9056.080,20.515,0.151,393.675,-0.064,38.764,0
0.089,9056.260,18.372,0.141,393.675,-0.064,38.755,0
0.011,9056.150,18.622,0.167,393.650,0.011,38.749,0
0.028,9056.130,18.731,0.170,393.625,-0.004,38.742,0
-0.099,9055.620,22.967,0.170,393.750,0.351,38.726,0
-0.116,9055.390,22.646,0.194,393.800,0.249,38.720,0
-0.307,9054.420,20.969,0.207,393.975,0.206,38.705,0
-0.441,9054.190,24.883,0.193,394.050,0.267,38.695,0
-0.417,9053.890,25.461,0.196,394.150,0.325,38.688,0
-0.406,9053.800,25.593,0.201,394.150,0.325,38.686,0
-0.494,9053.620,26.530,0.221,394.175,0.301,38.679,0
-0.436,9053.460,28.635,0.220,394.250,0.232,38.672,0
-0.438,9053.070,26.977,0.212,394.250,0.232,38.668,0
-0.471,9052.840,28.431,0.237,394.225,0.252,38.659,0
-0.454,9051.820,24.980,0.241,394.400,0.194,38.639,0
-0.439,9051.310,24.278,0.200,394.500,0.045,38.627,0
-0.526,9051.170,23.617,0.218,394.600,0.111,38.619,0
-0.432,9050.920,24.121,0.216,394.650,0.024,38.612,0
-0.526,9050.580,24.383,0.229,394.775,0.053,38.593,0
-0.516,9050.370,23.218,0.226,394.850,-0.015,38.577,0
0.260,9050.380,12.710,0.075,393.250,-0.363,38.793,0
0.239,9050.600,13.596,0.073,393.275,-0.421,38.795,0
0.165,9050.590,13.530,0.073,393.225,-0.306,38.794,0
0.096,9050.590,13.613,0.070,393.225,-0.306,38.792,0
0.194,9050.480,13.800,0.071,393.200,-0.249,38.791,0
0.085,9050.560,13.771,0.075,393.225,-0.306,38.798,0
0.030,9050.330,14.100,0.077,393.200,-0.249,38.796,0
0.111,9050.560,13.228,0.076,393.225,-0.172,38.802,0
0.039,9050.510,12.705,0.081,393.175,-0.074,38.799,0
0.082,9050.150,14.229,0.079,393.150,-0.302,38.798,0
0.068,9049.900,16.002,0.075,393.125,-0.122,38.798,0
0.103,9050.040,16.321,0.080,393.100,-0.069,38.796,0
0.061,9050.240,16.498,0.076,393.125,-0.114,38.802,0
0.139,9050.190,16.568,0.079,393.150,-0.168,38.797,0
0.139,9050.090,16.432,0.080,393.150,-0.168,38.803,0
0.063,9050.160,16.220,0.077,393.175,-0.214,38.805,0
0.069,9049.950,16.163,0.075,393.150,-0.168,38.802,0
0.015,9049.860,15.796,0.075,393.125,-0.114,38.805,0
0.039,9049.790,15.919,0.085,393.175,-0.214,38.798,0
-0.037,9049.930,16.793,0.078,393.250,-0.248,38.799,0
-0.104,9049.950,16.761,0.068,393.200,-0.293,38.804,0
-0.175,9050.040,16.851,0.073,393.225,-0.206,38.811,0
-0.266,9050.300,19.540,0.072,393.275,-0.306,38.807,0
-0.266,9050.500,17.834,0.070,393.275,-0.306,38.802,0
-0.246,9050.520,17.888,0.066,393.300,-0.364,38.803,0
-0.196,9050.700,19.221,0.064,393.225,-0.325,38.804,0
-0.196,9050.780,17.935,0.065,393.400,-0.294,38.808,0
-0.267,9050.650,16.942,0.065,393.425,-0.260,38.801,0
-0.274,9050.710,17.418,0.064,393.425,-0.260,38.800,0
-0.264,9051.160,16.832,0.064,393.425,-0.260,38.805,0
-0.299,9051.160,16.822,0.064,393.425,-0.260,38.796,0
-0.251,9051.340,16.543,0.062,393.475,-0.300,38.797,0
-0.184,9052.330,19.250,0.062,393.400,-0.011,38.795,0
-0.188,9052.330,19.262,0.067,393.400,-0.011,38.795,0
-0.341,9053.080,16.334,0.062,393.375,0.002,38.791,0
-0.317,9053.150,16.742,0.061,393.375,0.002,38.781,0
-0.377,9053.160,16.640,0.057,393.375,0.002,38.781,0
-0.458,9054.050,16.743,0.057,393.425,-0.171,38.770,0
-0.434,9054.450,18.203,0.056,393.425,-0.171,38.769,0
-0.371,9054.650,18.319,0.052,393.425,-0.171,38.765,0
-0.291,9054.660,18.336,0.053,393.400,-0.211,38.767,0
-0.313,9054.740,18.380,0.053,393.425,0.028,38.765,0
-0.240,9055.060,17.473,0.054,393.450,0.045,38.753,0
-0.172,9055.070,16.822,0.054,393.450,0.045,38.746,0
-0.111,9054.930,16.090,0.051,393.450,0.045,38.745,0
-0.085,9055.070,15.522,0.050,393.450,0.045,38.749,0
-0.116,9055.370,17.465,0.050,393.450,0.045,38.749,0
-0.190,9055.420,17.736,0.049,393.475,0.077,38.745,0
-0.209,9055.680,15.941,0.043,393.475,0.077,38.745,0
-0.274,9055.590,16.288,0.046,393.400,0.035,38.739,0
-0.238,9055.890,17.330,0.048,393.400,0.035,38.742,0
-0.242,9055.980,17.620,0.047,393.525,0.310,38.734,0
-0.266,9056.050,17.614,0.046,393.550,0.237,38.732,0
-0.300,9056.440,19.712,0.048,393.525,0.310,38.736,0
-0.396,9056.470,19.768,0.050,393.500,0.383,38.729,0
-0.341,9057.050,19.553,0.052,393.525,0.450,38.722,0
-0.376,9057.510,20.791,0.052,393.600,0.396,38.716,0
-0.338,9057.530,21.235,0.050,393.625,0.526,38.707,0
-0.329,9057.730,21.609,0.050,393.700,0.626,38.708,0
-0.398,9057.940,22.461,0.050,393.675,0.685,38.704,0
-0.367,9058.120,23.345,0.051,393.775,0.828,38.705,0
-0.298,9058.370,25.825,0.053,393.825,0.709,38.705,0
-0.238,9058.620,24.032,0.051,393.850,0.769,38.702,0
-0.214,9058.750,24.324,0.052,393.875,0.731,38.703,0
-0.257,9059.370,21.863,0.046,393.850,0.769,38.702,0
-0.127,9059.810,24.403,0.041,393.925,0.656,38.699,0
-0.027,9060.250,25.598,0.042,394.050,0.389,38.689,0
-0.041,9060.580,27.009,0.045,394.075,0.325,38.682,0
0.053,9060.920,28.734,0.055,394.150,0.368,38.678,0
0.076,9061.370,27.944,0.058,394.175,0.301,38.674,0
0.015,9062.360,29.703,0.069,394.250,0.149,38.662,0
-0.049,9062.780,25.814,0.085,394.325,-0.002,38.655,0
0.065,9063.050,24.924,0.087,394.350,-0.066,38.647,0
0.044,9064.310,27.668,0.116,394.475,-0.179,38.631,0
0.112,9064.890,25.364,0.124,394.575,-0.080,38.628,0
0.189,9065.910,27.678,0.136,394.600,-0.083,38.622,0
0.164,9066.170,25.862,0.132,394.625,-0.147,38.622,0
0.258,9066.600,27.586,0.130,394.625,-0.147,38.618,0
0.337,9066.820,28.830,0.138,394.700,-0.223,38.613,0
0.267,9068.120,25.889,0.152,394.900,-0.458,38.611,0
0.334,9068.340,27.645,0.163,394.925,-0.531,38.606,0
0.308,9068.720,32.419,0.160,395.000,-0.574,38.606,0
0.221,9069.130,33.863,0.169,394.975,-0.552,38.603,0
0.303,9069.550,36.657,0.165,395.050,-0.561,38.599,0
0.298,9069.900,37.611,0.170,395.025,-0.534,38.595,0
0.318,9070.320,42.905,0.180,395.075,-0.350,38.589,0
0.226,9070.910,44.510,0.176,395.100,-0.200,38.589,0
0.238,9071.400,45.442,0.163,395.150,-0.302,38.584,0
0.167,9071.820,45.392,0.153,395.225,-0.293,38.584,0
0.207,9072.140,44.341,0.154,395.350,0.187,38.577,0
0.201,9072.580,49.464,0.149,395.350,0.187,38.574,0
0.226,9073.030,49.001,0.146,395.325,0.257,38.572,0
0.256,9074.230,59.495,0.121,395.350,0.187,38.567,0
0.220,9075.040,62.039,0.119,395.400,0.130,38.560,0
0.218,9075.630,64.075,0.100,395.425,0.132,38.556,0
0.138,9077.270,71.551,0.106,395.600,0.211,38.549,0
0.074,9060.950,21.100,0.144,391.450,-0.045,39.018,0
0.211,9060.890,21.151,0.134,391.450,-0.045,39.024,0
0.224,9060.880,21.050,0.120,391.450,-0.045,39.021,0
0.355,9061.200,20.489,0.125,391.550,-0.256,39.017,0
0.377,9061.090,20.427,0.123,391.500,-0.191,39.021,0
0.378,9061.010,18.151,0.117,391.475,-0.118,39.019,0
0.304,9061.240,17.241,0.116,391.500,-0.191,39.022,0
0.278,9061.010,15.135,0.121,391.475,-0.118,39.032,0
0.329,9061.000,15.161,0.132,391.475,-0.118,39.028,0
0.303,9061.100,13.996,0.146,391.500,-0.191,39.031,0
0.295,9061.030,14.213,0.147,391.525,-0.180,39.028,0
0.390,9061.050,14.223,0.147,391.500,-0.231,39.029,0
0.371,9061.240,14.747,0.139,391.475,-0.154,39.037,0
0.294,9061.400,16.207,0.124,391.450,-0.078,39.038,0
0.257,9061.290,16.792,0.124,391.475,-0.154,39.046,0
0.304,9061.200,16.251,0.108,391.575,-0.232,39.048,0
0.331,9061.300,15.691,0.102,391.525,-0.207,39.048,0
0.436,9061.550,15.133,0.098,391.550,-0.154,39.039,0
0.375,9061.680,13.789,0.098,391.525,-0.180,39.034,0
0.436,9061.460,16.057,0.100,391.550,-0.256,39.040,0
0.435,9061.910,19.853,0.119,391.600,-0.311,39.043,0
0.506,9062.090,19.557,0.124,391.700,0.008,39.040,0
0.433,9062.490,20.357,0.122,391.700,0.008,39.043,0
0.512,9062.290,18.837,0.127,391.700,0.008,39.040,0
0.460,9062.580,18.275,0.122,391.600,0.160,39.038,0
0.460,9062.720,17.339,0.131,391.550,0.165,39.043,0
0.390,9063.070,18.781,0.131,391.575,0.235,39.043,0
0.382,9062.840,19.505,0.127,391.550,0.228,39.045,0
0.336,9062.790,19.676,0.127,391.550,0.228,39.037,0
0.296,9062.560,21.037,0.126,391.575,0.335,39.033,0
0.415,9062.310,22.990,0.126,391.600,0.160,39.039,0
0.361,9062.200,22.827,0.135,391.625,0.159,39.042,0
0.372,9062.310,23.928,0.130,391.625,0.159,39.039,0
0.351,9062.220,23.586,0.118,391.600,-0.200,39.041,0
0.437,9061.900,25.405,0.126,391.675,-0.334,39.023,0
0.344,9061.930,25.316,0.121,391.650,-0.261,39.021,0
0.295,9062.060,24.640,0.112,391.625,-0.189,39.017,0
0.173,9061.990,26.866,0.122,391.675,-0.334,39.012,0
0.159,9061.880,25.808,0.126,391.700,-0.408,39.008,0
0.162,9062.060,25.110,0.134,391.725,-0.401,39.003,0
0.078,9062.010,25.210,0.148,391.675,-0.334,39.002,0
0.092,9061.990,25.124,0.150,391.700,-0.329,38.992,0
0.068,9061.560,30.100,0.149,391.625,-0.268,38.995,0
0.080,9061.570,30.046,0.150,391.675,-0.337,38.994,0
0.054,9061.470,23.429,0.135,391.675,-0.270,38.993,0
0.054,9061.360,23.342,0.132,391.675,-0.270,38.991,0
0.121,9061.290,22.942,0.131,391.600,-0.448,38.998,0
0.069,9061.240,22.389,0.134,391.625,-0.425,38.990,0
0.045,9061.070,21.431,0.133,391.625,-0.425,38.987,0
0.045,9061.140,21.853,0.130,391.650,-0.497,38.985,0
-0.147,9061.260,22.225,0.121,391.675,-0.483,38.976,0
-0.086,9061.180,22.913,0.133,391.725,-0.547,38.973,0
-0.150,9061.080,20.761,0.145,391.850,-0.783,38.969,0
-0.158,9061.150,20.334,0.146,391.850,-0.783,38.964,0
-0.131,9061.150,20.345,0.142,391.875,-0.865,38.961,0
-0.105,9061.250,19.508,0.141,391.900,-0.951,38.960,0
-0.105,9061.230,21.947,0.135,392.000,-0.810,38.944,0
-0.096,9061.340,22.636,0.119,392.000,-0.810,38.939,0
-0.096,9061.390,22.632,0.117,392.100,-0.429,38.942,0
-0.064,9061.310,23.007,0.115,392.150,-0.533,38.938,0
-0.142,9061.390,23.682,0.116,392.150,-0.533,38.931,0
-0.325,9061.740,22.646,0.115,392.075,-0.368,38.933,0
-0.360,9061.370,27.968,0.130,392.050,-0.484,38.941,0
-0.429,9061.440,27.856,0.129,392.100,-0.365,38.939,0
-0.479,9061.550,25.456,0.120,392.200,-0.407,38.930,0
-0.353,9061.540,25.498,0.110,392.250,-0.515,38.931,0
-0.400,9061.920,20.138,0.108,392.375,-0.374,38.924,0
-0.420,9061.920,20.141,0.120,392.375,-0.374,38.914,0
-0.445,9061.900,20.228,0.124,392.425,-0.359,38.914,0
-0.374,9061.900,20.303,0.123,392.425,-0.303,38.901,0
-0.374,9061.870,20.519,0.122,392.500,0.000,38.902,0
-0.329,9061.760,20.742,0.111,392.550,-0.056,38.897,0
-0.390,9061.540,21.016,0.122,392.650,-0.187,38.895,0
-0.334,9061.410,20.731,0.116,392.650,-0.187,38.892,0
-0.325,9061.340,20.834,0.126,392.725,-0.084,38.893,0
-0.397,9061.450,22.138,0.125,392.775,-0.172,38.880,0
-0.450,9061.320,21.069,0.119,392.775,-0.172,38.877,0
-0.455,9061.330,21.091,0.114,392.775,-0.172,38.871,0
-0.520,9061.270,22.656,0.118,392.800,-0.236,38.874,0
-0.572,9061.210,23.020,0.121,392.825,-0.301,38.873,0
-0.678,9060.880,25.238,0.118,392.800,-0.280,38.869,0
-0.737,9061.140,20.843,0.119,392.800,-0.280,38.868,0
-0.833,9060.980,19.131,0.143,392.900,-0.263,38.861,0
-0.810,9060.990,19.140,0.139,392.950,-0.207,38.856,0
-0.873,9061.130,18.931,0.168,392.975,-0.246,38.847,0
-0.764,9060.770,19.767,0.168,393.000,-0.304,38.845,0
-0.730,9060.460,21.045,0.166,393.100,-0.299,38.841,0
-0.789,9060.390,20.471,0.175,393.150,-0.300,38.840,0
-0.677,9060.700,16.568,0.180,393.300,0.169,38.830,0
-0.594,9060.460,18.094,0.172,393.300,0.169,38.824,0
-0.550,9060.380,18.174,0.193,393.325,0.100,38.818,0
-0.455,9060.130,18.423,0.199,393.250,0.195,38.806,0
-0.465,9059.920,18.688,0.187,393.350,0.342,38.795,0
-0.384,9059.730,18.904,0.183,393.400,0.283,38.786,0
-0.386,9059.580,18.602,0.192,393.425,0.212,38.774,0
-0.478,9059.460,17.918,0.188,393.450,0.141,38.776,0
-0.575,9059.440,17.929,0.180,393.500,0.075,38.775,0
-0.490,9059.320,17.348,0.181,393.525,0.092,38.776,0
-0.443,9059.040,17.672,0.179,393.625,-0.056,38.767,0
-0.493,9059.050,17.678,0.184,393.600,0.011,38.756,0
-0.555,9059.060,17.694,0.175,393.675,-0.045,38.755,0
-0.480,9059.060,17.696,0.178,393.750,-0.096,38.746,0
-0.480,9059.100,17.677,0.191,393.750,-0.096,38.738,0
-0.476,9058.940,18.817,0.180,393.800,-0.183,38.726,0
-0.426,9058.790,17.679,0.207,393.850,-0.075,38.716,0
-0.325,9058.800,17.674,0.211,393.850,-0.075,38.716,0
-0.293,9058.680,18.008,0.213,393.900,-0.170,38.707,0
-0.337,9058.610,17.998,0.206,393.925,-0.230,38.699,0
-0.270,9058.510,18.225,0.226,394.000,0.572,38.691,0
-0.205,9057.990,16.794,0.273,394.125,0.398,38.682,0
-0.118,9057.590,17.066,0.294,394.300,0.271,38.660,0
0.162,9058.340,21.242,0.081,392.600,-0.272,38.864,0
0.002,9058.210,21.080,0.075,392.575,-0.283,38.876,0
0.002,9058.180,21.042,0.075,392.600,-0.353,38.873,0
0.082,9058.320,20.666,0.074,392.575,-0.375,38.877,0
0.068,9058.590,18.915,0.071,392.550,-0.408,38.879,0
0.131,9058.990,20.021,0.075,392.575,0.001,38.881,0
0.191,9058.710,21.309,0.083,392.575,0.001,38.880,0
0.190,9058.830,21.590,0.076,392.575,0.001,38.878,0
0.190,9059.130,23.867,0.076,392.575,0.001,38.884,0
0.149,9059.010,23.441,0.074,392.625,-0.004,38.888,0
0.226,9058.830,23.790,0.066,392.600,-0.035,38.889,0
0.142,9058.690,24.372,0.069,392.625,0.079,38.885,0
0.206,9059.050,24.125,0.063,392.625,0.079,38.889,0
0.223,9058.970,23.795,0.068,392.600,-0.035,38.887,0
0.230,9058.970,23.846,0.061,392.675,0.027,38.889,0
0.219,9059.390,23.557,0.060,392.675,0.027,38.887,0
0.219,9059.320,23.321,0.059,392.700,-0.050,38.884,0
0.271,9059.320,23.546,0.051,392.750,0.048,38.887,0
0.271,9059.540,21.247,0.052,392.725,-0.129,38.889,0
0.253,9059.690,21.673,0.051,392.700,-0.050,38.881,0
0.253,9059.600,21.796,0.048,392.750,-0.111,38.881,0
0.365,9059.680,19.541,0.051,392.750,-0.111,38.877,0
0.417,9059.740,18.812,0.050,392.775,-0.187,38.875,0
0.417,9059.780,18.515,0.052,392.800,-0.264,38.873,0
0.369,9060.010,19.142,0.053,392.775,-0.289,38.872,0
0.417,9060.390,19.907,0.050,392.800,-0.264,38.875,0
0.372,9060.470,20.376,0.050,392.800,-0.264,38.869,0
0.327,9060.700,18.719,0.050,392.775,-0.187,38.862,0
