N,F0,PER,d0,v0,collision,attack
9,-3,0.36,10.046,14,0,1
3,-6,0.21,5.429,77,0,0
9,-6,0.56,9.004,19,1,1
6,-5,0.21,6.133,41,0,1
5,-6,0.18,4.539,59,0,0
10,-3,0.49,4.099,42,1,0
9,-4,0.25,9.795,26,0,1
9,-1,0.12,7.56,83,1,0
8,-3,0.57,4.427,40,1,0
10,-7,0.3,6.459,56,1,0
3,-6,0.85,7.579,54,1,1
5,0,0.8,9.288,84,1,1
10,-2,0.21,8.884,34,0,0
7,-5,0.86,8.614,68,1,1
4,-3,0.7,9.3,84,1,1
10,-4,0.02,7.008,47,1,1
6,-4,0.5,7.274,79,1,1
3,-1,0.99,7.79,51,1,1
8,-3,0.85,4.447,37,1,0
9,0,0.97,9.722,24,1,1
6,-8,0.13,4.882,58,0,0
8,-8,0.75,8.045,75,1,0
5,-7,0.8,5.201,21,0,0
5,-4,0.38,4.43,39,0,0
5,-2,0.9,6.41,25,1,0
8,-5,0.86,5.256,44,1,0
7,-2,0.86,8.139,76,1,0
8,-8,0.42,8.828,14,0,0
10,0,0.6,9.109,65,1,1
6,-6,0.81,9.872,60,0,1
3,-8,0.86,7.29,71,1,0
5,-7,0.13,6.448,39,0,0
6,-4,0.76,10.161,73,1,1
3,-6,0.78,6.208,53,0,1
7,-2,0.78,5.946,58,1,0
3,-5,0.14,6.858,46,0,1
5,-3,0.67,9.401,57,0,1
4,-8,0.09,8.029,72,0,0
8,-1,0.64,7.887,65,0,0
9,-1,0.22,4.306,85,1,0
9,-1,0.12,5.651,33,1,0
8,-4,0.69,4.09,55,1,0
9,0,0.57,7.516,18,1,1
5,-8,0.0,8.927,55,0,0
4,-1,0.88,6.139,78,1,1
10,-1,0.85,7.104,20,1,1
5,-4,0.64,8.559,80,1,1
7,0,0.86,8.969999,53,1,1
4,-4,0.19,4.753,10,0,0
3,-8,0.1,8.533,83,0,0
9,-8,0.46,6.711,67,0,0
8,0,0.79,6.448,23,1,1
5,-7,0.9,7.735,66,1,0
8,-8,0.78,8.859,22,1,0
3,-7,0.46,6.347,53,0,0
10,-4,0.13,8.014,84,1,1
9,-6,0.84,6.255,84,1,1
6,-5,0.11,7.594,82,0,0
10,-5,0.78,8.436,37,1,0
6,-2,0.23,6.42,14,0,0
3,-5,0.2,8.042,55,0,0
10,-7,0.5,5.004,20,1,0
4,-4,0.9,7.121,19,1,1
4,-3,0.97,5.043,63,1,0
7,-5,0.66,4.559,58,1,0
8,-7,0.28,6.785,23,0,0
9,-3,0.81,7.386,81,1,1
7,-5,0.38,4.893,32,0,0
5,-3,0.78,10.484,62,1,1
8,-5,0.93,9.051001,42,1,1
10,-3,0.13,9.486,10,0,1
9,-3,0.6,10.165,55,0,1
8,-1,0.88,6.136,88,1,1
3,-5,0.76,7.435,71,0,1
9,-2,0.95,10.357,61,1,1
7,-6,0.12,5.449,11,0,0
9,-3,0.41,7.725,63,1,1
9,-2,0.4,6.477,61,0,1
9,-4,0.48,10.631,22,0,1
9,0,0.42,7.2,39,1,1
6,-2,0.69,6.288,61,1,1
10,-6,0.02,8.206,13,0,0
10,-6,0.65,7.497,85,1,0
6,-8,0.8,4.605,62,1,0
9,-5,0.46,8.675,82,0,0
8,-7,0.62,8.871,35,0,0
7,0,0.77,6.78,25,1,1
6,-4,0.8,6.871,20,0,1
3,-2,0.85,6.396,87,1,1
8,-8,0.85,5.928,23,1,0
8,-7,0.73,4.875,43,0,0
7,-2,0.49,7.583,27,0,0
8,-2,0.07,7.541,24,0,0
9,-4,0.8,4.647,56,1,0
8,-1,0.5,9.677,71,0,1
9,-3,0.29,10.837,58,1,1
6,-2,0.93,9.142,61,1,1
5,-4,0.89,4.168,81,1,0
3,-7,0.34,8.172,27,0,0
4,-6,0.84,9.134,51,1,1
10,-6,0.25,6.411,19,1,0
9,-8,0.58,4.952,47,1,0
10,1,0.17,8.705999,73,1,1
5,-2,0.8,7.428,44,1,1
10,-7,0.41,4.059,31,1,0
7,-4,0.97,4.928,41,1,0
9,-2,0.13,9.551001,59,0,1
8,-2,0.41,6.55,87,0,1
10,-4,0.96,9.044001,84,1,1
8,-1,0.72,9.327,81,1,1
6,-6,0.78,7.654,57,1,1
7,-7,0.48,5.708,14,0,0
4,-3,0.23,8.742,38,0,1
5,-2,0.85,4.43,51,1,0
3,-3,0.78,4.803,59,0,0
4,-4,0.25,7.568,23,0,0
7,-5,0.92,7.867,35,1,1
10,-7,0.09,7.998,62,1,0
8,-7,0.1,6.474,24,0,0
4,-8,0.85,6.669,71,1,0
10,-4,0.62,9.083,67,1,1
10,-8,0.05,6.348,26,1,0
3,-3,0.96,7.229,58,1,1
7,-4,0.7,9.635,82,1,1
6,-3,0.78,8.586,44,0,0
9,-7,0.33,7.547,49,0,0
10,-7,0.62,8.957,78,1,0
5,0,0.84,6.774,87,1,1
8,-1,0.67,10.288,33,1,1
5,-1,0.72,8.449,31,0,0
8,-6,0.79,7.856,35,1,1
6,-3,0.99,8.845,13,1,0
8,0,0.92,9.717,33,1,1
9,-2,0.17,8.476,74,1,1
5,-2,0.17,8.89,74,0,0
4,-2,0.89,4.768,34,1,0
4,0,0.92,9.583,80,1,1
6,-6,0.85,8.465,71,1,1
6,-8,0.19,5.36,21,0,0
10,-1,0.83,9.781,54,1,1
8,-4,0.45,4.945,16,0,0
3,-5,0.82,8.725,87,1,1
7,-5,0.67,5.541,35,0,0
10,-2,0.75,10.93,20,1,1
4,-7,0.39,8.364,61,0,0
6,-6,0.71,8.737,30,0,0
3,-6,0.34,4.876,83,0,0
6,-2,0.15,5.985,57,0,0
8,-4,0.63,10.669,78,1,1
8,-2,0.41,8.57,88,0,0
3,-8,0.98,7.06,40,1,0
9,-5,0.96,7.108,10,1,0
6,-7,0.13,5.472,27,0,0
7,0,0.84,10.002,51,1,1
7,-5,0.74,9.039,59,1,1
7,-5,0.9,10.679,23,1,1
3,1,0.28,4.966,14,0,1
10,-2,0.36,8.429,74,1,0
6,-3,0.35,8.925,58,0,1
10,-2,0.44,6.917,58,1,1
3,-6,0.77,5.574,81,1,0
10,-6,0.56,7.71,13,1,0
9,-2,0.26,8.129,75,1,0
3,-7,0.23,8.765,77,0,0
6,-5,0.77,6.091,87,1,1
6,-3,0.96,10.608,56,1,1
10,-5,0.18,7.894,23,1,1
6,-5,0.96,9.321,68,1,1
6,-6,0.12,8.225,13,0,0
3,-4,0.18,4.181,21,0,1
4,-6,0.85,7.712,55,1,0
9,0,0.11,8.246,36,0,1
9,-5,0.32,8.172,56,1,1
8,-3,0.49,6.726,55,0,0
10,-6,0.9,8.296,59,1,1
7,-5,0.37,4.228,18,0,0
4,-4,0.39,8.903,14,0,0
3,0,0.12,6.107,55,0,1
8,-2,0.99,7.591,56,1,0
7,-3,0.17,7.519,51,0,0
4,-2,0.83,7.196,66,1,1
9,-5,0.03,7.062,26,0,1
9,1,0.17,10.528,79,1,1
8,-8,0.22,6.353,77,0,0
6,-6,0.33,7.497,36,0,0
4,-2,0.16,6.262,21,0,1
9,-2,0.73,7.021,49,1,0
3,-4,0.25,5.307,60,0,0
9,-7,0.07,7.325,62,0,0
9,-6,0.86,4.538,46,1,0
8,-5,0.72,9.882999,12,0,1
3,-7,0.26,7.785,16,0,0
9,-3,0.16,6.801,82,0,1
8,0,0.49,7.936,38,0,1
7,-6,0.91,6.275,54,1,1
8,-4,0.6,10.159,87,0,1
5,-5,0.13,4.325,14,0,0
8,0,0.74,8.781,33,1,1
10,0,0.82,9.681,78,1,1
7,-3,0.18,6.85,57,0,0
7,-1,0.92,10.215,27,1,1
9,1,0.92,7.438,21,1,1
9,-1,0.68,6.341,13,0,1
8,0,0.31,7.049,63,0,1
6,-2,0.09,4.721,70,0,0
8,-6,0.87,4.704,14,0,0
4,-2,0.82,8.017,49,1,1
10,0,0.03,6.508,55,1,1
8,0,0.57,8.267,66,0,1
10,-5,0.11,9.344,60,1,1
5,-1,0.6,9.559,77,0,1
9,-6,0.47,8.476,47,0,1
3,-3,0.87,6.92,87,1,0
3,-2,0.11,4.741,33,0,1
5,-4,0.95,10.872,65,1,1
9,-7,0.81,6.145,64,1,0
6,-8,0.56,4.238,38,1,0
6,-8,0.09,8.605,13,0,0
7,-2,0.9,6.277,13,1,1
10,-2,0.12,7.248,48,1,1
6,-7,0.38,6.046,20,0,0
9,-4,0.17,6.852,82,0,1
3,-3,0.61,7.474,75,1,0
9,1,0.86,9.045,43,1,1
3,-8,0.82,7.762,13,0,0
7,-8,0.1,5.436,13,0,0
10,-1,0.98,10.384,25,1,1
6,-4,0.72,7.49,53,1,0
7,-1,0.26,4.174,36,0,0
4,-5,0.91,10.472,74,1,1
10,0,0.87,7.031,49,1,1
10,-3,0.34,4.701,89,1,0
8,-6,0.9,6.52,64,1,0
8,-6,0.45,7.387,39,0,1
9,-8,0.83,6.907,53,1,0
4,0,0.82,8.116,46,1,1
8,-2,0.03,8.535,50,0,0
9,-6,0.12,6.617,21,0,0
6,-4,0.26,7.518,82,0,0
6,-5,0.78,8.063,84,1,1
5,-5,0.31,6.253,35,0,0
8,-4,0.97,10.447,24,1,1
3,-4,0.83,4.812,11,0,0
4,-8,0.53,7.402,32,0,0
8,-2,0.98,7.163,73,1,1
10,-8,0.97,8.693,50,1,0
9,-7,0.56,6.824,61,1,0
9,-2,0.88,7.356,42,1,0
6,-5,0.94,8.486,21,1,1
4,-4,0.14,5.387,39,0,0
8,-6,0.57,10.705,50,0,1
10,-2,0.68,6.408,65,1,1
4,-2,0.42,6.363,81,0,0
5,-7,0.92,5.288,21,1,0
3,-5,0.59,6.655,59,0,0
7,-1,0.58,6.822,85,1,1
6,-8,0.79,4.733,87,1,0
9,-7,0.11,4.635,84,1,0
3,-3,0.73,7.393,87,0,1
9,-4,0.93,6.647,57,1,0
5,-4,0.79,10.229,78,1,1
3,-4,0.08,6.578,55,0,1
9,-1,0.34,8.941,60,1,1
4,0,0.74,6.343,78,1,1
4,-3,0.7,5.531,57,1,0
10,0,0.01,10.17,45,1,1
5,-4,0.99,4.239,27,1,0
9,-3,0.78,4.345,77,1,0
5,-8,0.1,7.939,74,0,0
3,-2,0.76,6.125,74,1,1
7,-8,0.91,7.051,29,1,0
10,-3,0.08,7.395,56,1,0
9,-2,0.31,7.329,13,0,1
6,-2,0.06,8.172,42,0,0
8,-1,0.85,5.586,11,1,0
10,-5,0.11,5.699,37,1,0
10,-4,0.89,8.014,39,1,1
5,-5,0.8,6.53,69,1,1
7,-8,0.98,4.481,55,1,0
4,-6,0.84,9.134,86,1,1
4,-4,0.69,7.965,84,1,0
10,-2,0.48,7.631,23,1,1
5,-5,0.11,5.338,11,0,0
10,-4,0.97,5.248,14,1,0
10,-6,0.73,9.785,85,1,1
10,-4,0.26,10.377,13,1,1
8,-6,0.96,8.703,65,1,1
10,-6,0.9,8.482,56,1,1
5,-1,0.82,6.358,54,1,0
7,-1,0.06,7.35,39,0,0
10,-6,0.11,6.252,83,1,1
10,-5,0.71,8.707,51,1,1
9,-2,0.15,5.831,33,1,0
5,-3,0.22,4.982,46,0,0
4,-4,0.7,4.347,78,1,0
9,-5,0.95,4.27,62,1,0
7,-4,0.44,9.104,84,1,1
10,-2,0.17,7.756,50,1,1
9,-2,0.38,6.968,77,0,1
4,-2,0.05,5.165,35,0,1
6,-5,0.62,6.419,44,0,1
10,-2,0.91,8.943,75,1,0
9,-3,0.04,8.455,64,1,1
7,-4,0.66,7.037,58,1,1
4,-7,0.68,6.784,12,0,0
3,-8,0.55,8.716,27,0,0
6,-4,0.97,7.726,85,1,1
4,-1,0.24,8.743,21,0,1
10,-6,0.28,10.565,39,1,1
3,-4,0.17,8.91,16,0,0
9,-6,0.37,6.258,20,0,1
10,-1,0.22,8.245,14,0,1
7,-5,0.49,10.811,82,0,1
3,-4,0.97,7.64,84,1,0
9,-3,0.48,6.385,73,0,0
6,-6,0.58,9.922,58,1,1
9,-6,0.54,6.137,27,1,1
3,0,0.26,7.827,57,0,1
9,-5,0.36,9.705999,50,1,1
5,-5,0.73,7.452,49,1,0
5,-1,0.8,6.927,29,1,0
4,-7,0.73,8.344,64,1,0
10,-3,0.5,8.271999,16,1,1
9,-2,0.11,6.141,35,0,1
9,-5,0.5,6.565,12,1,1
6,-8,0.36,6.852,84,0,0
5,-5,0.93,9.219999,55,1,1
9,-1,0.29,5.374,87,1,0
10,-7,0.54,8.082,29,1,0
4,-1,0.94,7.288,73,1,0
9,0,0.31,8.664,71,1,1
4,-1,0.97,4.387,21,1,0
9,-1,0.01,10.613,87,0,1
5,-7,0.03,7.673,28,0,0
8,-5,0.35,7.199,54,0,1
9,-6,0.29,8.32,32,1,1
9,-5,0.24,8.0720005,21,0,1
9,-3,0.71,9.576,81,1,1
5,-6,0.26,5.984,68,0,0
4,-1,0.14,5.546,36,0,1
10,-6,0.53,9.523,35,1,1
5,-6,0.68,8.42,27,0,0
10,-2,0.35,9.355,74,1,1
6,-3,0.99,5.536,20,1,0
6,-5,0.32,7.057,64,0,0
10,-6,0.27,10.768,32,1,1
7,-2,0.98,8.946,26,1,0
9,-8,0.65,6.476,46,1,0
3,-1,0.94,7.613,16,1,0
10,-3,0.51,9.396999,16,1,1
8,0,0.85,8.546,23,1,1
6,-4,0.23,8.437,35,0,0
6,-8,0.13,6.934,27,0,0
7,0,0.79,6.446,48,1,1
10,-1,0.94,6.235,47,1,0
5,-4,0.8,8.484,72,1,1
6,-2,0.12,8.580999,57,0,1
9,-5,0.58,5.279,61,1,0
8,-6,0.09,7.896,15,0,0
3,-1,0.73,4.984,25,0,0
4,0,0.06,4.715,21,0,1
6,-5,0.92,7.311,34,1,1
10,-3,0.91,6.856,66,1,1
6,-1,0.27,6.177,80,0,0
4,-3,0.12,5.717,47,0,1
10,-2,0.28,9.17,85,1,1
6,-8,0.26,5.329,81,0,0
4,-6,0.66,7.402,53,1,1
4,-2,0.38,4.096,59,0,0
9,-6,0.52,7.523,32,1,0
3,-2,0.04,6.766,22,0,1
3,-1,0.91,10.263,76,1,1
6,-8,0.1,5.166,50,0,0
9,-7,0.13,4.614,63,0,0
4,-4,0.36,6.803,85,1,0
7,-2,0.44,7.081,46,0,0
10,-3,0.9,8.041,72,1,1
10,-1,0.06,6.089,74,1,0
3,-4,0.21,5.793,77,0,0
8,-6,0.5,5.062,43,0,0
9,-4,0.6,7.818,14,0,0
3,-7,0.39,6.851,29,0,0
7,-5,0.13,10.172,14,0,1
9,-4,0.81,5.585,39,1,0
6,-4,0.39,8.118,32,0,1
6,-3,0.87,10.914,58,1,1
9,-6,0.21,6.506,20,0,1
8,-2,0.54,6.32,59,1,1
10,-3,0.58,7.124,23,1,0
10,-6,0.25,10.66,12,1,1
9,-5,0.54,8.311,37,0,1
4,-4,0.71,6.266,79,1,1
9,-3,0.96,5.818,33,1,0
5,-7,0.91,5.229,82,1,0
9,-3,0.4,8.609,20,1,0
8,-3,0.87,10.358,38,1,1
5,-5,0.81,5.489,21,0,0
10,-1,0.28,8.514999,78,1,1
9,-6,0.26,5.929,69,1,0
9,1,0.81,9.385,34,1,1
10,-2,0.54,8.091,53,1,0
10,-7,0.81,7.304,69,1,0
6,-5,0.79,8.0060005,57,1,1
10,1,0.8,9.410999,13,1,1
7,-3,0.81,9.668,72,1,1
3,-7,0.81,5.231,46,0,0
4,-8,0.47,6.754,41,0,0
9,-7,0.18,4.311,73,1,0
9,-5,0.91,7.327,19,1,1
9,-5,0.17,8.233,47,0,0
10,-3,0.36,7.639,29,1,1
7,0,0.69,8.979,82,1,1
6,-3,0.27,10.499,38,0,1
6,-8,0.8,4.761,26,0,0
4,-6,0.38,6.566,24,0,0
6,-3,0.9,7.272,36,1,1
6,-5,0.65,6.057,36,0,1
7,0,0.95,9.441999,51,1,1
8,-8,0.43,6.547,28,0,0
6,-5,0.65,5.942,21,0,0
7,-3,0.55,10.693,81,1,1
8,-2,0.97,8.251,66,1,0
3,-7,0.35,5.782,27,0,0
8,-1,0.65,6.65,30,0,0
10,-4,0.66,9.941999,89,1,1
9,0,0.53,9.298,52,1,1
6,-5,0.29,7.927,46,0,0
10,-8,0.33,5.322,17,1,0
10,-4,0.07,6.458,79,1,0
9,-5,0.64,7.609,22,1,0
5,-8,0.61,5.025,72,1,0
10,-8,0.36,7.474,10,0,0
7,-3,0.91,9.017,58,1,1
8,-3,0.88,6.646,26,1,1
7,-8,0.01,5.375,49,0,0
10,0,0.47,10.165,31,1,1
9,-2,0.46,4.472,72,1,0
3,-8,0.78,5.05,24,0,0
10,-6,0.33,8.484,81,1,1
3,-6,0.94,8.731,67,1,0
9,-4,0.29,4.181,51,0,1
4,-2,0.58,7.98,71,0,0
7,-4,0.36,8.952,27,0,0
9,-5,0.7,6.266,30,1,1
8,-5,0.0,7.881,64,0,0
9,-1,0.14,6.561,36,0,0
3,-5,0.11,5.839,57,0,0
4,-5,0.43,6.761,76,0,0
5,-8,0.39,4.806,47,0,0
5,1,0.97,10.447,87,1,1
3,-1,0.45,8.985,80,0,0
6,-6,0.15,5.407,37,0,0
7,-6,0.85,8.082,30,1,1
4,-3,0.88,8.410999,48,1,1
8,-1,0.22,7.075,87,0,0
5,-6,0.37,8.421,39,0,0
7,-6,0.16,8.947,68,0,0
9,-4,0.87,6.753,72,1,1
8,1,0.49,6.079,42,0,1
3,-6,0.28,8.892,17,0,1
8,-3,0.9,10.061,44,1,1
6,-6,0.37,7.532,24,0,1
6,-8,0.22,8.779,23,0,0
7,-6,0.25,6.947,57,0,1
8,-2,0.4,9.7,80,0,1
3,-6,0.24,4.743,28,0,0
3,1,0.13,8.13,78,0,1
9,-4,0.69,5.309,35,1,0
9,-3,0.8,6.452,15,1,0
7,-3,0.79,8.096001,74,1,1
9,1,0.65,8.5,35,1,1
7,-2,0.72,7.966,39,1,1
10,-8,0.24,4.097,30,1,0
6,-2,0.34,5.691,76,0,0
3,-5,0.02,5.571,67,0,0
10,-8,0.27,6.05,81,1,0
4,-4,0.92,6.911,27,1,1
10,-2,0.1,8.028,42,1,1
6,-8,0.88,4.882,60,1,0
5,-6,0.38,4.315,57,0,0
8,-1,0.23,6.635,81,0,0
3,-4,0.62,6.436,87,1,1
4,-3,0.86,6.034,37,1,1
10,-6,0.89,10.539,39,1,1
9,-4,0.8,8.356,12,1,0
8,-2,0.45,6.956,63,0,1
8,-2,0.46,10.915,87,1,1
7,-4,0.25,8.378,56,0,0
9,0,0.72,7.08,23,1,1
4,-5,0.38,6.729,76,0,0
10,-3,0.46,7.67,39,1,1
8,-7,0.96,4.242,31,1,0
10,0,0.75,6.779,60,1,1
5,-8,0.06,6.005,73,0,0
4,-6,0.8,9.965,78,1,1
3,-4,0.88,4.252,14,0,0
4,-3,0.82,7.654,68,1,1
4,-4,0.05,8.057,56,0,0
9,-5,0.8,4.573,52,1,0
3,-6,0.12,8.801,17,0,1
6,-4,0.29,5.749,65,0,1
7,-2,0.64,5.281,32,0,0
5,-3,0.95,6.812,75,1,0
4,-4,0.14,5.953,22,0,1
5,-4,0.1,8.662,23,0,0
4,-6,0.8,5.603,66,1,0
4,-8,0.71,4.953,83,1,0
3,-1,0.08,6.488,72,0,1
9,-3,0.53,7.447,25,1,0
9,-2,0.02,6.364,85,1,1
4,-3,0.6,4.505,55,0,0
9,1,0.26,6.205,44,0,1
7,0,0.85,7.876,33,1,1
8,-3,0.49,7.635,54,0,1
8,-8,0.74,7.962,54,1,0
6,-6,0.47,6.094,35,0,0
6,-3,0.09,6.426,29,0,0
3,-6,0.32,7.058,35,0,0
4,-2,0.75,7.364,43,1,1
8,-3,0.6,9.653999,49,0,1
4,-5,0.49,5.596,47,0,0
5,-8,0.39,8.167,45,0,0
8,-4,0.95,7.257,79,1,1
3,0,0.15,5.663,24,0,1
3,0,0.36,7.985,18,0,1
4,-6,0.65,8.864,81,1,1
6,-7,0.76,7.004,52,1,0
10,-5,0.7,6.966,13,1,0
6,-2,0.51,8.715,43,0,0
9,0,0.96,8.732,77,1,1
4,-5,0.06,8.527,51,0,1
4,-1,0.11,7.611,67,0,0
6,-1,0.25,5.402,76,0,0
10,-4,0.16,9.882999,10,1,1
10,-4,0.78,6.772,89,1,0
9,-6,0.7,8.235,43,1,0
9,-4,0.76,6.184,66,1,1
10,1,0.04,6.827,26,1,1
9,-6,0.02,7.149,67,1,1
3,-6,0.9,7.046,43,1,1
7,-5,0.03,8.191,62,0,0
3,-8,0.12,5.835,24,0,0
9,0,0.03,6.217,43,1,1
6,0,0.99,9.719999,44,1,1
9,-3,0.18,6.005,66,1,1
8,-7,0.46,7.703,23,0,0
10,-2,0.61,8.903999,49,1,1
4,-2,0.86,8.976,82,1,1
9,-4,0.14,5.243,65,1,0
3,-5,0.82,9.683001,85,1,1
6,-5,0.31,8.116,16,0,1
7,-4,0.15,4.649,86,0,0
6,-3,0.53,8.826,54,0,0
9,-2,0.52,7.649,87,1,0
4,-4,0.84,7.603,80,1,1
5,-3,0.56,5.83,89,0,0
10,-3,0.13,4.938,50,1,0
9,-3,0.58,9.587999,45,1,1
5,-4,0.56,7.036,75,0,1
6,0,0.46,6.288,33,0,1
6,-1,0.05,6.843,64,0,1
9,-5,0.56,8.262,33,0,1
4,-2,0.33,4.107,43,0,0
7,-6,0.4,6.692,49,0,0
7,-6,0.63,4.377,59,1,0
8,-8,0.25,8.604,40,0,0
6,-5,0.87,9.596001,65,1,1
6,-8,0.12,8.847,75,0,0
10,-3,0.91,5.018,47,1,0
3,-5,0.75,4.386,64,0,0
8,-5,0.59,7.184,61,0,0
5,-2,0.03,8.318,81,0,0
6,-6,0.87,9.017,22,1,1
7,-2,0.97,5.594,63,1,0
9,-1,0.93,7.065,36,1,1
3,-4,0.98,7.638,74,1,0
4,-4,0.74,9.2439995,66,0,1
10,1,0.26,7.296,76,1,1
3,-2,0.86,6.808,39,0,1
10,-8,0.82,4.655,42,1,0
7,-3,0.16,8.346,89,0,0
10,-5,0.87,7.771,80,1,1
3,-5,0.46,8.224,26,0,0
9,-1,0.75,8.33,88,1,0
3,-2,0.05,4.142,17,0,1
9,-5,0.6,10.93,52,0,1
3,-3,0.86,8.539,76,1,1
10,-4,0.37,8.214001,16,1,1
6,-5,0.92,9.348,23,1,1
9,-5,0.34,7.887,79,1,1
10,-3,0.73,7.799,20,1,1
7,-5,0.47,7.715,70,1,0
6,0,0.26,7.545,54,0,1
9,-1,0.01,10.477,74,0,1
10,-6,0.94,9.594,68,1,1
7,-5,0.76,7.217,70,1,1
10,-5,0.85,9.391,47,1,1
10,-3,0.1,7.759,70,1,1
10,0,0.04,9.847,54,1,1
6,-3,0.31,4.287,78,0,0
8,-2,0.05,6.248,48,0,0
5,-6,0.55,6.556,57,0,0
6,-3,0.79,8.033,34,0,1
10,-1,0.99,8.33,80,1,0
9,-6,0.11,7.122,18,0,0
10,-3,0.2,10.003,63,1,1
10,1,0.95,7.562,20,1,1
8,0,0.75,9.566,34,1,1
10,-2,0.72,6.053,48,1,1
7,-5,1.0,5.915,49,1,0
5,-3,0.76,8.262,43,0,1
8,-5,0.75,9.059,68,1,1
10,-5,0.73,9.611,24,1,1
5,0,0.97,10.296,75,1,1
5,-6,0.97,5.54,63,1,0
5,-6,0.24,5.923,76,0,1
6,-1,0.49,4.135,27,0,1
6,-1,0.37,6.87,27,0,1
3,-7,0.46,6.165,41,0,0
9,-7,0.73,5.701,86,1,0
3,-6,0.24,6.102,52,0,0
10,-4,0.07,10.286,39,0,1
3,-7,0.09,7.364,56,0,0
6,-3,0.6,7.686,88,0,0
7,-6,0.81,7.23,45,1,1
8,-5,0.73,10.56,87,1,1
10,-5,0.72,8.207,45,1,1
9,-1,0.85,8.846,69,1,0
4,0,0.79,6.563,77,1,1
10,-3,0.58,10.896,80,1,1
6,-2,0.34,6.376,65,0,0
5,-7,0.75,8.66,28,0,0
8,-5,0.98,6.274,58,1,1
6,-5,0.69,7.275,53,1,1
10,-1,0.57,10.84,72,1,1
5,-6,0.03,5.64,53,0,0
10,-3,0.54,9.841,83,1,1
8,-6,0.38,6.41,85,0,0
3,-5,0.9,8.13,87,1,1
7,-8,0.85,7.828,38,1,0
6,-8,0.79,6.809,11,0,0
4,-2,0.06,5.503,52,0,1
8,-2,0.56,10.296,67,0,1
8,0,0.88,7.875,13,1,1
9,-3,0.33,4.137,30,0,0
4,-4,0.64,4.427,72,1,0
3,-2,0.48,4.767,80,0,0
10,1,0.83,7.801,12,1,1
7,-2,0.64,7.085,70,1,1
4,-7,0.16,6.803,72,0,0
8,-2,0.97,10.177,13,1,1
9,-4,0.84,8.979,48,1,1
8,-6,0.55,4.037,37,1,0
8,0,0.43,6.653,78,0,1
4,-4,0.55,4.276,32,0,0
5,-2,0.65,4.267,40,0,0
7,-6,0.68,10.121,41,1,1
3,-5,0.08,6.177,83,0,0
10,-3,0.79,6.272,29,1,1
8,-2,0.92,6.268,53,1,1
10,-4,0.01,8.914,60,1,0
6,-3,0.63,8.466,88,0,0
9,-2,0.87,9.791,20,1,1
9,-1,0.47,10.334,55,0,1
10,-4,0.13,7.432,73,1,1
9,1,0.24,7.503,78,1,1
6,-6,0.96,8.815001,20,1,1
9,-1,0.57,6.187,39,1,1
10,-1,0.78,9.374001,87,1,1
4,-6,0.89,6.62,46,1,1
3,-6,0.09,6.516,72,0,0
8,-6,0.8,10.568,53,1,1
8,-6,0.96,9.047,63,1,1
9,-8,0.01,4.782,72,0,0
10,-3,0.4,7.06,77,1,0
4,-4,0.69,9.152,61,1,1
3,-5,0.55,4.501,61,1,0
5,-6,0.76,4.297,72,1,0
10,-3,0.01,10.064,25,0,1
8,-3,0.88,10.157,69,1,1
9,-1,0.75,8.965,44,1,1
4,-4,0.79,8.768,83,1,0
9,-3,0.42,8.598,76,1,1
4,-2,0.75,6.565,18,0,0
8,-4,0.61,4.447,11,0,0
4,-2,0.91,5.268,36,1,0
3,-7,0.35,4.345,34,0,0
4,-2,0.18,8.038,45,0,0
6,0,0.89,6.829,36,1,1
7,-6,0.97,7.359,61,1,1
10,-5,0.1,10.037,13,0,1
3,-2,0.87,7.926,83,1,0
10,-4,0.07,9.523,47,1,1
7,-7,0.52,4.663,12,0,0
3,-3,0.01,5.599,42,0,1
9,-3,0.81,8.246,48,1,1
10,-6,0.26,8.057,26,1,0
9,-7,0.5,6.14,61,1,0
8,-2,0.16,7.245,41,0,0
8,-4,0.87,6.83,37,1,1
7,-6,0.5,6.227,54,0,0
4,-5,0.67,6.459,74,1,1
8,-6,0.72,8.6310005,69,1,1
6,0,0.91,10.864,75,1,1
10,-6,0.01,7.307,88,1,1
4,0,0.97,10.296,40,1,1
9,-2,0.76,6.751,53,1,1
9,-5,0.19,8.218,60,1,1
8,-2,0.5,9.002,53,1,1
6,-4,0.01,4.383,10,0,0
7,0,0.61,8.301001,66,0,1
9,0,0.17,7.401,34,1,1
6,-3,0.71,8.503,59,1,1
7,-2,0.55,6.283,86,1,1
5,0,0.87,8.374001,49,1,1
4,-8,0.6,7.466,21,0,0
8,-4,0.97,6.955,72,1,1
3,-1,0.74,8.278,48,0,0
3,-4,0.67,7.973,34,0,0
3,-7,0.03,7.792,43,0,0
7,-8,0.89,8.327,63,1,0
4,-2,0.99,8.686,75,1,1
9,-1,0.15,8.819,74,1,1
8,-6,0.19,4.48,44,0,0
6,-7,0.13,6.539,79,0,0
4,-2,0.94,6.85,45,1,1
4,-5,0.04,5.587,54,0,1
3,-7,0.82,6.39,76,1,0
10,-4,0.21,8.441,71,1,1
10,-1,0.25,5.556,65,1,0
8,-5,0.81,6.347,64,1,0
9,-6,0.62,5.219,87,1,0
5,-7,0.86,6.826,23,1,0
10,-8,0.85,5.257,23,1,0
5,-7,0.79,8.02,53,1,0
4,-2,0.31,4.638,33,0,0
5,-3,0.26,8.128,22,0,0
